"代码","简称","时间","收盘价(原始币种)","市净率"
"01838.HK","CHINAPROPERTIES","2014-06-13","1.6276","0.0720"
"01838.HK","CHINAPROPERTIES","2014-06-20","1.5893","0.0703"
"01838.HK","CHINAPROPERTIES","2014-06-27","1.6180","0.0715"
"01838.HK","CHINAPROPERTIES","2014-07-04","1.6084","0.0711"
"01838.HK","CHINAPROPERTIES","2014-07-11","1.5989","0.0707"
"01838.HK","CHINAPROPERTIES","2014-07-18","1.5893","0.0703"
"01838.HK","CHINAPROPERTIES","2014-07-25","1.6276","0.0720"
"01838.HK","CHINAPROPERTIES","2014-08-01","1.6276","0.0720"
"01838.HK","CHINAPROPERTIES","2014-08-08","1.6084","0.0711"
"01838.HK","CHINAPROPERTIES","2014-08-15","1.6180","0.0715"
"01838.HK","CHINAPROPERTIES","2014-08-22","1.6180","0.0715"
"01838.HK","CHINAPROPERTIES","2014-08-29","1.6179","0.0711"
"01838.HK","CHINAPROPERTIES","2014-09-05","1.6082","0.0707"
"01838.HK","CHINAPROPERTIES","2014-09-12","1.5697","0.0690"
"01838.HK","CHINAPROPERTIES","2014-09-19","1.5601","0.0686"
"01838.HK","CHINAPROPERTIES","2014-09-26","1.6179","0.0711"
"01838.HK","CHINAPROPERTIES","2014-10-03","1.5312","0.0673"
"01838.HK","CHINAPROPERTIES","2014-10-10","1.5408","0.0677"
"01838.HK","CHINAPROPERTIES","2014-10-17","1.4830","0.0652"
"01838.HK","CHINAPROPERTIES","2014-10-24","1.4445","0.0635"
"01838.HK","CHINAPROPERTIES","2014-10-31","1.4253","0.0627"
"01838.HK","CHINAPROPERTIES","2014-11-07","1.3964","0.0614"
"01838.HK","CHINAPROPERTIES","2014-11-14","1.4060","0.0618"
"01838.HK","CHINAPROPERTIES","2014-11-21","1.3482","0.0593"
"01838.HK","CHINAPROPERTIES","2014-11-28","1.3193","0.0580"
"01838.HK","CHINAPROPERTIES","2014-12-05","1.2904","0.0567"
"01838.HK","CHINAPROPERTIES","2014-12-12","1.2423","0.0546"
"01838.HK","CHINAPROPERTIES","2014-12-19","1.2134","0.0533"
"01838.HK","CHINAPROPERTIES","2014-12-24","1.1652","0.0512"
"01838.HK","CHINAPROPERTIES","2015-01-02","1.1941","0.0515"
"01838.HK","CHINAPROPERTIES","2015-01-09","1.1845","0.0510"
"01838.HK","CHINAPROPERTIES","2015-01-16","1.2038","0.0519"
"01838.HK","CHINAPROPERTIES","2015-01-23","1.2423","0.0535"
"01838.HK","CHINAPROPERTIES","2015-01-30","1.2615","0.0544"
"01838.HK","CHINAPROPERTIES","2015-02-06","1.1941","0.0515"
"01838.HK","CHINAPROPERTIES","2015-02-13","1.1749","0.0506"
"01838.HK","CHINAPROPERTIES","2015-02-18","1.1460","0.0494"
"01838.HK","CHINAPROPERTIES","2015-02-27","1.1749","0.0506"
"01838.HK","CHINAPROPERTIES","2015-03-06","1.1556","0.0498"
"01838.HK","CHINAPROPERTIES","2015-03-13","1.1556","0.0498"
"01838.HK","CHINAPROPERTIES","2015-03-20","1.2904","0.0556"
"01838.HK","CHINAPROPERTIES","2015-03-27","1.1845","0.0510"
"01838.HK","CHINAPROPERTIES","2015-04-02","1.2134","0.0523"
"01838.HK","CHINAPROPERTIES","2015-04-10","1.8875","0.0813"
"01838.HK","CHINAPROPERTIES","2015-04-17","2.2438","0.0967"
"01838.HK","CHINAPROPERTIES","2015-04-24","2.1668","0.0934"
"01838.HK","CHINAPROPERTIES","2015-04-30","2.1379","0.0921"
"01838.HK","CHINAPROPERTIES","2015-05-08","2.1571","0.0929"
"01838.HK","CHINAPROPERTIES","2015-05-15","2.1668","0.0934"
"01838.HK","CHINAPROPERTIES","2015-05-22","2.1571","0.0929"
"01838.HK","CHINAPROPERTIES","2015-05-29","2.1860","0.0942"
"01838.HK","CHINAPROPERTIES","2015-06-05","2.4557","0.1058"
"01838.HK","CHINAPROPERTIES","2015-06-12","2.3305","0.1004"
"01838.HK","CHINAPROPERTIES","2015-06-19","2.1571","0.0929"
"01838.HK","CHINAPROPERTIES","2015-06-26","2.2534","0.0971"
"01838.HK","CHINAPROPERTIES","2015-07-03","1.9260","0.0830"
"01838.HK","CHINAPROPERTIES","2015-07-10","1.6949","0.0730"
"01838.HK","CHINAPROPERTIES","2015-07-17","1.8201","0.0784"
"01838.HK","CHINAPROPERTIES","2015-07-24","1.8201","0.0784"
"01838.HK","CHINAPROPERTIES","2015-07-31","1.6756","0.0722"
"01838.HK","CHINAPROPERTIES","2015-08-07","1.5408","0.0664"
"01838.HK","CHINAPROPERTIES","2015-08-14","1.4541","0.0627"
"01838.HK","CHINAPROPERTIES","2015-08-21","1.3193","0.0568"
"01838.HK","CHINAPROPERTIES","2015-08-28","1.3193","0.0568"
"01838.HK","CHINAPROPERTIES","2015-09-04","1.2808","0.0552"
"01838.HK","CHINAPROPERTIES","2015-09-11","1.3001","0.0560"
"01838.HK","CHINAPROPERTIES","2015-09-18","1.3675","0.0589"
"01838.HK","CHINAPROPERTIES","2015-09-25","1.4927","0.0643"
"01838.HK","CHINAPROPERTIES","2015-10-02","1.5312","0.0660"
"01838.HK","CHINAPROPERTIES","2015-10-09","1.6949","0.0730"
"01838.HK","CHINAPROPERTIES","2015-10-16","1.6371","0.0705"
"01838.HK","CHINAPROPERTIES","2015-10-23","1.5986","0.0689"
"01838.HK","CHINAPROPERTIES","2015-10-30","1.5408","0.0664"
"01838.HK","CHINAPROPERTIES","2015-11-06","1.5504","0.0668"
"01838.HK","CHINAPROPERTIES","2015-11-13","1.4830","0.0639"
"01838.HK","CHINAPROPERTIES","2015-11-20","1.5601","0.0672"
"01838.HK","CHINAPROPERTIES","2015-11-27","1.5697","0.0676"
"01838.HK","CHINAPROPERTIES","2015-12-04","1.6082","0.0693"
"01838.HK","CHINAPROPERTIES","2015-12-11","1.4156","0.0610"
"01838.HK","CHINAPROPERTIES","2015-12-18","1.5408","0.0664"
"01838.HK","CHINAPROPERTIES","2015-12-24","1.4927","0.0643"
"01838.HK","CHINAPROPERTIES","2015-12-31","1.5408","0.0673"
"01838.HK","CHINAPROPERTIES","2016-01-08","1.4445","0.0631"
"01838.HK","CHINAPROPERTIES","2016-01-15","1.4253","0.0622"
"01838.HK","CHINAPROPERTIES","2016-01-22","1.3482","0.0589"
"01838.HK","CHINAPROPERTIES","2016-01-29","1.3290","0.0580"
"01838.HK","CHINAPROPERTIES","2016-02-05","1.3482","0.0589"
"01838.HK","CHINAPROPERTIES","2016-02-12","1.3193","0.0576"
"01838.HK","CHINAPROPERTIES","2016-02-19","1.3964","0.0610"
"01838.HK","CHINAPROPERTIES","2016-02-26","1.3578","0.0593"
"01838.HK","CHINAPROPERTIES","2016-03-04","1.4253","0.0622"
"01838.HK","CHINAPROPERTIES","2016-03-11","1.3675","0.0597"
"01838.HK","CHINAPROPERTIES","2016-03-18","1.4734","0.0643"
"01838.HK","CHINAPROPERTIES","2016-03-24","1.4253","0.0622"
"01838.HK","CHINAPROPERTIES","2016-04-01","1.4060","0.0614"
"01838.HK","CHINAPROPERTIES","2016-04-08","1.4060","0.0614"
"01838.HK","CHINAPROPERTIES","2016-04-15","1.5890","0.0694"
"01838.HK","CHINAPROPERTIES","2016-04-22","1.6756","0.0732"
"01838.HK","CHINAPROPERTIES","2016-04-29","1.6949","0.0740"
"01838.HK","CHINAPROPERTIES","2016-05-06","1.7527","0.0765"
"01838.HK","CHINAPROPERTIES","2016-05-13","1.7045","0.0744"
"01838.HK","CHINAPROPERTIES","2016-05-20","1.5408","0.0673"
"01838.HK","CHINAPROPERTIES","2016-05-27","1.6179","0.0706"
"01838.HK","CHINAPROPERTIES","2016-06-03","1.5601","0.0681"
"01838.HK","CHINAPROPERTIES","2016-06-10","1.5793","0.0690"
"01838.HK","CHINAPROPERTIES","2016-06-17","1.5504","0.0677"
"01838.HK","CHINAPROPERTIES","2016-06-24","1.5601","0.0681"
"01838.HK","CHINAPROPERTIES","2016-06-30","1.6564","0.0723"
"01838.HK","CHINAPROPERTIES","2016-07-08","1.6853","0.0736"
"01838.HK","CHINAPROPERTIES","2016-07-15","1.6756","0.0732"
"01838.HK","CHINAPROPERTIES","2016-07-22","1.6853","0.0736"
"01838.HK","CHINAPROPERTIES","2016-07-29","1.6275","0.0711"
"01838.HK","CHINAPROPERTIES","2016-08-05","1.7152","0.0736"
"01838.HK","CHINAPROPERTIES","2016-08-12","1.7642","0.0757"
"01838.HK","CHINAPROPERTIES","2016-08-19","1.7740","0.0761"
"01838.HK","CHINAPROPERTIES","2016-08-26","1.8132","0.0778"
"01838.HK","CHINAPROPERTIES","2016-09-02","2.0876","0.0896"
"01838.HK","CHINAPROPERTIES","2016-09-09","2.0778","0.0891"
"01838.HK","CHINAPROPERTIES","2016-09-15","1.9014","0.0816"
"01838.HK","CHINAPROPERTIES","2016-09-23","2.0092","0.0862"
"01838.HK","CHINAPROPERTIES","2016-09-30","1.9798","0.0849"
"01838.HK","CHINAPROPERTIES","2016-10-07","1.9700","0.0845"
"01838.HK","CHINAPROPERTIES","2016-10-11","1.9112","0.0820"
"01848.HK","中国飞机租赁","2014-07-11","5.4700","3.4138"
"01848.HK","中国飞机租赁","2014-07-18","5.5300","3.4513"
"01848.HK","中国飞机租赁","2014-07-25","5.0600","3.1580"
"01848.HK","中国飞机租赁","2014-08-01","5.3500","3.3389"
"01848.HK","中国飞机租赁","2014-08-08","5.3000","3.3077"
"01848.HK","中国飞机租赁","2014-08-15","5.5100","3.4388"
"01848.HK","中国飞机租赁","2014-08-22","5.5800","3.4825"
"01848.HK","中国飞机租赁","2014-08-29","5.6500","3.5262"
"01848.HK","中国飞机租赁","2014-09-05","6.1500","3.8382"
"01848.HK","中国飞机租赁","2014-09-12","6.1000","3.8070"
"01848.HK","中国飞机租赁","2014-09-19","6.2900","3.9256"
"01848.HK","中国飞机租赁","2014-09-26","6.9700","4.3500"
"01848.HK","中国飞机租赁","2014-10-03","7.3600","4.5934"
"01848.HK","中国飞机租赁","2014-10-10","7.6300","4.7619"
"01848.HK","中国飞机租赁","2014-10-17","6.9600","4.3438"
"01848.HK","中国飞机租赁","2014-10-24","7.0800","4.4186"
"01848.HK","中国飞机租赁","2014-10-31","7.0800","4.4186"
"01848.HK","中国飞机租赁","2014-11-07","7.9000","4.9304"
"01848.HK","中国飞机租赁","2014-11-14","10.3400","6.4532"
"01848.HK","中国飞机租赁","2014-11-21","11.6000","7.2396"
"01848.HK","中国飞机租赁","2014-11-28","12.0800","7.5392"
"01848.HK","中国飞机租赁","2014-12-05","11.4200","7.1272"
"01848.HK","中国飞机租赁","2014-12-12","9.7800","6.1037"
"01848.HK","中国飞机租赁","2014-12-19","10.2600","6.4033"
"01848.HK","中国飞机租赁","2014-12-24","11.5000","7.1772"
"01848.HK","中国飞机租赁","2015-01-02","11.4000","3.7915"
"01848.HK","中国飞机租赁","2015-01-09","12.3600","4.1108"
"01848.HK","中国飞机租赁","2015-01-16","11.3400","3.7716"
"01848.HK","中国飞机租赁","2015-01-23","11.2400","3.7383"
"01848.HK","中国飞机租赁","2015-01-30","10.8800","3.6186"
"01848.HK","中国飞机租赁","2015-02-06","9.9800","3.3192"
"01848.HK","中国飞机租赁","2015-02-13","9.9900","3.3226"
"01848.HK","中国飞机租赁","2015-02-18","9.2500","3.0764"
"01848.HK","中国飞机租赁","2015-02-27","9.9700","3.3159"
"01848.HK","中国飞机租赁","2015-03-06","9.9700","3.3159"
"01848.HK","中国飞机租赁","2015-03-13","9.4400","3.1396"
"01848.HK","中国飞机租赁","2015-03-20","9.2900","3.0897"
"01848.HK","中国飞机租赁","2015-03-27","10.5400","3.5055"
"01848.HK","中国飞机租赁","2015-04-02","11.3000","3.7634"
"01848.HK","中国飞机租赁","2015-04-10","11.8800","3.9565"
"01848.HK","中国飞机租赁","2015-04-17","11.5200","3.8500"
"01848.HK","中国飞机租赁","2015-04-24","13.9000","4.6475"
"01848.HK","中国飞机租赁","2015-04-30","13.5600","4.5536"
"01848.HK","中国飞机租赁","2015-05-08","13.6200","4.5742"
"01848.HK","中国飞机租赁","2015-05-15","13.4981","4.4802"
"01848.HK","中国飞机租赁","2015-05-22","13.5386","4.4936"
"01848.HK","中国飞机租赁","2015-05-29","13.9028","4.6145"
"01848.HK","中国飞机租赁","2015-06-05","13.5386","4.4941"
"01848.HK","中国飞机租赁","2015-06-12","12.5470","4.1659"
"01848.HK","中国飞机租赁","2015-06-19","9.7644","3.2420"
"01848.HK","中国飞机租赁","2015-06-26","11.1101","3.7769"
"01848.HK","中国飞机租赁","2015-07-03","9.9971","3.3985"
"01848.HK","中国飞机租赁","2015-07-10","9.9769","3.3916"
"01848.HK","中国飞机租赁","2015-07-17","10.5233","3.5774"
"01848.HK","中国飞机租赁","2015-07-24","10.1792","3.4604"
"01848.HK","中国飞机租赁","2015-07-31","8.9448","3.0408"
"01848.HK","中国飞机租赁","2015-08-07","8.5198","2.8963"
"01848.HK","中国飞机租赁","2015-08-14","8.1454","2.7690"
"01848.HK","中国飞机租赁","2015-08-21","6.8098","2.3150"
"01848.HK","中国飞机租赁","2015-08-28","7.5585","2.5695"
"01848.HK","中国飞机租赁","2015-09-04","7.2752","2.4733"
"01848.HK","中国飞机租赁","2015-09-11","7.9329","2.6969"
"01848.HK","中国飞机租赁","2015-09-18","8.0847","2.7485"
"01848.HK","中国飞机租赁","2015-09-25","7.7508","2.6350"
"01848.HK","中国飞机租赁","2015-10-02","7.9532","2.7039"
"01848.HK","中国飞机租赁","2015-10-09","8.1262","2.7486"
"01848.HK","中国飞机租赁","2015-10-16","8.3398","2.8208"
"01848.HK","中国飞机租赁","2015-10-23","8.5127","2.8793"
"01848.HK","中国飞机租赁","2015-10-30","8.0550","2.7245"
"01848.HK","中国飞机租赁","2015-11-06","8.6449","2.9241"
"01848.HK","中国飞机租赁","2015-11-13","8.3500","2.8243"
"01848.HK","中国飞机租赁","2015-11-20","8.4313","2.8518"
"01848.HK","中国飞机租赁","2015-11-27","8.2483","2.7899"
"01848.HK","中国飞机租赁","2015-12-04","8.2076","2.7761"
"01848.HK","中国飞机租赁","2015-12-11","7.6482","2.5869"
"01848.HK","中国飞机租赁","2015-12-18","7.6380","2.5835"
"01848.HK","中国飞机租赁","2015-12-24","7.5770","2.5628"
"01848.HK","中国飞机租赁","2015-12-31","8.1364","2.2149"
"01848.HK","中国飞机租赁","2016-01-08","7.4855","2.0377"
"01848.HK","中国飞机租赁","2016-01-15","7.0176","1.9103"
"01848.HK","中国飞机租赁","2016-01-22","6.3972","1.7415"
"01848.HK","中国飞机租赁","2016-01-29","6.1836","1.6833"
"01848.HK","中国飞机租赁","2016-02-05","5.7972","1.5781"
"01848.HK","中国飞机租赁","2016-02-12","5.4209","1.4757"
"01848.HK","中国飞机租赁","2016-02-19","6.2548","1.7027"
"01848.HK","中国飞机租赁","2016-02-26","6.4074","1.7442"
"01848.HK","中国飞机租赁","2016-03-04","6.9668","1.8965"
"01848.HK","中国飞机租赁","2016-03-11","7.3126","1.9906"
"01848.HK","中国飞机租赁","2016-03-18","7.3227","1.9934"
"01848.HK","中国飞机租赁","2016-03-24","7.7601","2.1125"
"01848.HK","中国飞机租赁","2016-04-01","7.6685","2.1220"
"01848.HK","中国飞机租赁","2016-04-08","8.1364","2.2514"
"01848.HK","中国飞机租赁","2016-04-15","8.1974","2.2683"
"01848.HK","中国飞机租赁","2016-04-22","8.8280","2.4428"
"01848.HK","中国飞机租赁","2016-04-29","8.2788","2.2909"
"01848.HK","中国飞机租赁","2016-05-06","8.4008","2.3264"
"01848.HK","中国飞机租赁","2016-05-13","7.9635","2.2057"
"01848.HK","中国飞机租赁","2016-05-20","7.8516","2.1748"
"01848.HK","中国飞机租赁","2016-05-27","7.9431","2.2001"
"01848.HK","中国飞机租赁","2016-06-03","8.0874","2.1932"
"01848.HK","中国飞机租赁","2016-06-10","7.9833","2.1650"
"01848.HK","中国飞机租赁","2016-06-17","7.4005","2.0069"
"01848.HK","中国飞机租赁","2016-06-24","7.7231","2.0945"
"01848.HK","中国飞机租赁","2016-06-30","7.5670","2.0688"
"01848.HK","中国飞机租赁","2016-07-08","8.5975","2.3505"
"01848.HK","中国飞机租赁","2016-07-15","8.7224","2.3847"
"01848.HK","中国飞机租赁","2016-07-22","8.3268","2.2765"
"01848.HK","中国飞机租赁","2016-07-29","8.5766","2.3518"
"01848.HK","中国飞机租赁","2016-08-05","8.9735","2.4596"
"01848.HK","中国飞机租赁","2016-08-12","8.7750","2.4052"
"01848.HK","中国飞机租赁","2016-08-19","8.7750","2.4052"
"01848.HK","中国飞机租赁","2016-08-26","9.2973","2.5483"
"01848.HK","中国飞机租赁","2016-09-02","11.0105","3.0325"
"01848.HK","中国飞机租赁","2016-09-09","11.4493","3.3543"
"01848.HK","中国飞机租赁","2016-09-15","10.7509","3.1094"
"01848.HK","中国飞机租赁","2016-09-23","10.8144","3.1278"
"01848.HK","中国飞机租赁","2016-09-30","10.5816","3.0606"
"01848.HK","中国飞机租赁","2016-10-07","10.7932","3.1219"
"01848.HK","中国飞机租赁","2016-10-11","10.5075","3.0392"
"01856.HK","依波路","2014-07-11","3.1000","2.3636"
"01856.HK","依波路","2014-07-18","3.1300","2.3865"
"01856.HK","依波路","2014-07-25","3.1600","2.4094"
"01856.HK","依波路","2014-08-01","3.1800","2.4246"
"01856.HK","依波路","2014-08-08","4.4800","3.4158"
"01856.HK","依波路","2014-08-15","5.2400","3.9953"
"01856.HK","依波路","2014-08-22","5.2400","3.9953"
"01856.HK","依波路","2014-08-29","4.8500","3.6979"
"01856.HK","依波路","2014-09-05","5.2000","3.9648"
"01856.HK","依波路","2014-09-12","5.0500","3.8504"
"01856.HK","依波路","2014-09-19","5.0800","3.8733"
"01856.HK","依波路","2014-09-26","5.3600","4.0868"
"01856.HK","依波路","2014-10-03","5.4300","4.1402"
"01856.HK","依波路","2014-10-10","5.2800","4.0258"
"01856.HK","依波路","2014-10-17","4.8000","3.6639"
"01856.HK","依波路","2014-10-24","4.9700","3.7937"
"01856.HK","依波路","2014-10-31","5.0000","3.8166"
"01856.HK","依波路","2014-11-07","4.4600","3.4049"
"01856.HK","依波路","2014-11-14","3.5000","2.6720"
"01856.HK","依波路","2014-11-21","3.1800","2.4277"
"01856.HK","依波路","2014-11-28","2.8400","2.1681"
"01856.HK","依波路","2014-12-05","2.6500","2.0231"
"01856.HK","依波路","2014-12-12","2.5900","1.9773"
"01856.HK","依波路","2014-12-19","1.9900","1.5192"
"01856.HK","依波路","2014-12-24","1.9500","1.4887"
"01856.HK","依波路","2015-01-02","2.7200","1.3847"
"01856.HK","依波路","2015-01-09","2.5000","1.2727"
"01856.HK","依波路","2015-01-16","2.3200","1.1810"
"01856.HK","依波路","2015-01-23","2.2000","1.1200"
"01856.HK","依波路","2015-01-30","2.0900","1.0640"
"01856.HK","依波路","2015-02-06","2.1600","1.0996"
"01856.HK","依波路","2015-02-13","2.1000","1.0690"
"01856.HK","依波路","2015-02-18","2.0700","1.0538"
"01856.HK","依波路","2015-02-27","2.0900","1.0640"
"01856.HK","依波路","2015-03-06","1.9800","1.0080"
"01856.HK","依波路","2015-03-13","1.9700","1.0029"
"01856.HK","依波路","2015-03-20","1.9200","0.9774"
"01856.HK","依波路","2015-03-27","2.0100","1.0232"
"01856.HK","依波路","2015-04-02","1.9900","1.0130"
"01856.HK","依波路","2015-04-10","2.1100","1.0741"
"01856.HK","依波路","2015-04-17","2.3000","1.1709"
"01856.HK","依波路","2015-04-24","2.2500","1.1454"
"01856.HK","依波路","2015-04-30","2.6000","1.3236"
"01856.HK","依波路","2015-05-08","2.5200","1.2829"
"01856.HK","依波路","2015-05-15","2.5300","1.2879"
"01856.HK","依波路","2015-05-22","2.5600","1.3032"
"01856.HK","依波路","2015-05-29","2.7500","1.3999"
"01856.HK","依波路","2015-06-05","2.5900","1.3185"
"01856.HK","依波路","2015-06-12","2.5400","1.2930"
"01856.HK","依波路","2015-06-19","2.6825","1.3236"
"01856.HK","依波路","2015-06-26","2.6000","1.2829"
"01856.HK","依波路","2015-07-03","2.3214","1.1454"
"01856.HK","依波路","2015-07-10","2.1873","1.0792"
"01856.HK","依波路","2015-07-17","2.3214","1.1454"
"01856.HK","依波路","2015-07-24","2.3730","1.1709"
"01856.HK","依波路","2015-07-31","2.1563","1.0640"
"01856.HK","依波路","2015-08-07","2.1667","1.0690"
"01856.HK","依波路","2015-08-14","1.9603","0.9672"
"01856.HK","依波路","2015-08-21","1.7230","0.8501"
"01856.HK","依波路","2015-08-28","1.7230","0.8501"
"01856.HK","依波路","2015-09-04","1.5476","0.7636"
"01856.HK","依波路","2015-09-11","1.7333","0.8552"
"01856.HK","依波路","2015-09-18","1.7540","0.8654"
"01856.HK","依波路","2015-09-25","1.7333","0.8552"
"01856.HK","依波路","2015-10-02","1.7024","0.8400"
"01856.HK","依波路","2015-10-09","1.6817","0.8298"
"01856.HK","依波路","2015-10-16","1.7024","0.8400"
"01856.HK","依波路","2015-10-23","1.6508","0.8145"
"01856.HK","依波路","2015-10-30","1.5683","0.7738"
"01856.HK","依波路","2015-11-06","1.4548","0.7178"
"01856.HK","依波路","2015-11-13","1.4548","0.7178"
"01856.HK","依波路","2015-11-20","1.6095","0.7941"
"01856.HK","依波路","2015-11-27","1.4548","0.7178"
"01856.HK","依波路","2015-12-04","1.3825","0.6822"
"01856.HK","依波路","2015-12-11","1.3619","0.6720"
"01856.HK","依波路","2015-12-18","1.2587","0.6211"
"01856.HK","依波路","2015-12-24","1.3722","0.6771"
"01856.HK","依波路","2015-12-31","1.2897","0.6771"
"01856.HK","依波路","2016-01-08","1.2381","0.6500"
"01856.HK","依波路","2016-01-15","1.2381","0.6500"
"01856.HK","依波路","2016-01-22","1.0937","0.5742"
"01856.HK","依波路","2016-01-29","1.0937","0.5742"
"01856.HK","依波路","2016-02-05","1.1349","0.5959"
"01856.HK","依波路","2016-02-12","1.1865","0.6229"
"01856.HK","依波路","2016-02-19","1.1246","0.5904"
"01856.HK","依波路","2016-02-26","1.2690","0.6663"
"01856.HK","依波路","2016-03-04","1.2587","0.6609"
"01856.HK","依波路","2016-03-11","1.2381","0.6500"
"01856.HK","依波路","2016-03-18","1.1246","0.5904"
"01856.HK","依波路","2016-03-24","1.2278","0.6446"
"01856.HK","依波路","2016-04-01","1.0730","0.5633"
"01856.HK","依波路","2016-04-08","1.2381","0.6500"
"01856.HK","依波路","2016-04-15","1.8571","0.9750"
"01856.HK","依波路","2016-04-22","1.8881","0.9913"
"01856.HK","依波路","2016-04-29","1.8468","0.9696"
"01856.HK","依波路","2016-05-06","1.9190","1.0075"
"01856.HK","依波路","2016-05-13","1.9397","1.0184"
"01856.HK","依波路","2016-05-20","1.8778","0.9859"
"01856.HK","依波路","2016-05-27","1.9810","1.0400"
"01856.HK","依波路","2016-06-03","1.9913","1.0454"
"01856.HK","依波路","2016-06-10","1.9397","1.0184"
"01856.HK","依波路","2016-06-17","1.6198","0.8504"
"01856.HK","依波路","2016-06-24","1.6508","0.8667"
"01856.HK","依波路","2016-06-30","1.7127","0.8992"
"01856.HK","依波路","2016-07-08","1.8881","0.9913"
"01856.HK","依波路","2016-07-15","1.8571","0.9750"
"01856.HK","依波路","2016-07-22","2.0016","1.0509"
"01856.HK","依波路","2016-07-29","1.9294","1.0129"
"01856.HK","依波路","2016-08-05","1.9706","1.0129"
"01856.HK","依波路","2016-08-12","1.9601","1.0075"
"01856.HK","依波路","2016-08-19","1.8863","0.9696"
"01856.HK","依波路","2016-08-26","1.8231","0.9371"
"01856.HK","依波路","2016-09-02","1.8442","0.9479"
"01856.HK","依波路","2016-09-09","1.8126","0.9317"
"01856.HK","依波路","2016-09-15","1.7704","0.9100"
"01856.HK","依波路","2016-09-23","1.8758","0.9642"
"01856.HK","依波路","2016-09-30","1.8653","0.9588"
"01856.HK","依波路","2016-10-07","1.8863","0.9696"
"01856.HK","依波路","2016-10-11","1.8547","0.9534"
"01858.HK","春立医疗","2015-03-13","15.3000","3.9078"
"01858.HK","春立医疗","2015-03-20","16.5000","4.2143"
"01858.HK","春立医疗","2015-03-27","16.1000","4.1121"
"01858.HK","春立医疗","2015-04-02","16.2000","4.2928"
"01858.HK","春立医疗","2015-04-10","16.8800","4.4730"
"01858.HK","春立医疗","2015-04-17","17.4400","4.6214"
"01858.HK","春立医疗","2015-04-24","16.6400","4.4094"
"01858.HK","春立医疗","2015-04-30","16.4600","4.3617"
"01858.HK","春立医疗","2015-05-08","16.1000","4.2663"
"01858.HK","春立医疗","2015-05-15","16.6800","4.4200"
"01858.HK","春立医疗","2015-05-22","17.3000","4.5843"
"01858.HK","春立医疗","2015-05-29","17.7600","4.7062"
"01858.HK","春立医疗","2015-06-05","16.6000","4.3988"
"01858.HK","春立医疗","2015-06-12","15.3800","4.0755"
"01858.HK","春立医疗","2015-06-19","15.4101","4.0543"
"01858.HK","春立医疗","2015-06-26","14.7856","3.8900"
"01858.HK","春立医疗","2015-07-03","14.0000","3.6833"
"01858.HK","春立医疗","2015-07-10","12.2475","3.2223"
"01858.HK","春立医疗","2015-07-17","12.6705","3.3336"
"01858.HK","春立医疗","2015-07-24","12.0460","3.1693"
"01858.HK","春立医疗","2015-07-31","11.7842","3.1004"
"01858.HK","春立医疗","2015-08-07","11.7237","3.0845"
"01858.HK","春立医疗","2015-08-14","11.2000","2.9467"
"01858.HK","春立医疗","2015-08-21","10.5957","2.7877"
"01858.HK","春立医疗","2015-08-28","11.0791","2.9149"
"01858.HK","春立医疗","2015-09-04","10.6964","2.8142"
"01858.HK","春立医疗","2015-09-11","11.5022","3.0262"
"01858.HK","春立医疗","2015-09-18","12.1871","3.2064"
"01858.HK","春立医疗","2015-09-25","12.7914","3.3653"
"01858.HK","春立医疗","2015-10-02","12.2273","3.2170"
"01858.HK","春立医疗","2015-10-09","12.5698","3.3071"
"01858.HK","春立医疗","2015-10-16","12.9727","3.4130"
"01858.HK","春立医疗","2015-10-23","12.9324","3.4024"
"01858.HK","春立医疗","2015-10-30","12.8518","3.3812"
"01858.HK","春立医疗","2015-11-06","14.1007","3.7098"
"01858.HK","春立医疗","2015-11-13","14.7655","3.8847"
"01858.HK","春立医疗","2015-11-20","14.1410","3.7204"
"01858.HK","春立医疗","2015-11-27","13.7583","3.6197"
"01858.HK","春立医疗","2015-12-04","14.1007","3.7098"
"01858.HK","春立医疗","2015-12-11","13.8993","3.6568"
"01858.HK","春立医疗","2015-12-18","13.9597","3.6727"
"01858.HK","春立医疗","2015-12-24","14.2014","3.7363"
"01858.HK","春立医疗","2015-12-31","14.4029","1.9565"
"01858.HK","春立医疗","2016-01-08","13.5971","1.8470"
"01858.HK","春立医疗","2016-01-15","12.2878","1.6692"
"01858.HK","春立医疗","2016-01-22","12.6906","1.7239"
"01858.HK","春立医疗","2016-01-29","12.9525","1.7595"
"01858.HK","春立医疗","2016-02-05","12.6906","1.7239"
"01858.HK","春立医疗","2016-02-12","12.7511","1.7321"
"01858.HK","春立医疗","2016-02-19","12.8719","1.7485"
"01858.HK","春立医疗","2016-02-26","13.1741","1.7896"
"01858.HK","春立医疗","2016-03-04","12.6705","1.7212"
"01858.HK","春立医疗","2016-03-11","13.0734","1.7759"
"01858.HK","春立医疗","2016-03-18","12.5899","1.7102"
"01858.HK","春立医疗","2016-03-24","12.9928","1.7649"
"01858.HK","春立医疗","2016-04-01","12.5899","1.7102"
"01858.HK","春立医疗","2016-04-08","12.4086","1.6856"
"01858.HK","春立医疗","2016-04-15","12.8921","1.7513"
"01858.HK","春立医疗","2016-04-22","13.0935","1.7786"
"01858.HK","春立医疗","2016-04-29","12.9727","1.7622"
"01858.HK","春立医疗","2016-05-06","12.8719","1.7485"
"01858.HK","春立医疗","2016-05-13","13.4964","1.8333"
