"代码","简称","时间","收盘价(原始币种)","市净率"
"01858.HK","春立医疗","2016-05-20","13.5770","1.8443"
"01858.HK","春立医疗","2016-05-27","12.9324","1.7567"
"01858.HK","春立医疗","2016-06-03","12.5899","1.7102"
"01858.HK","春立医疗","2016-06-10","12.7712","1.7348"
"01858.HK","春立医疗","2016-06-17","12.8518","1.7458"
"01858.HK","春立医疗","2016-06-24","13.0532","1.7731"
"01858.HK","春立医疗","2016-06-30","12.6101","1.7129"
"01858.HK","春立医疗","2016-07-08","12.8518","1.7458"
"01858.HK","春立医疗","2016-07-15","12.8518","1.7458"
"01858.HK","春立医疗","2016-07-22","12.6906","1.7239"
"01858.HK","春立医疗","2016-07-29","12.7742","1.7212"
"01858.HK","春立医疗","2016-08-05","12.5109","1.6911"
"01858.HK","春立医疗","2016-08-12","12.3287","1.6664"
"01858.HK","春立医疗","2016-08-19","12.6526","1.7102"
"01858.HK","春立医疗","2016-08-26","12.4097","1.6774"
"01858.HK","春立医疗","2016-09-02","12.5109","1.6911"
"01858.HK","春立医疗","2016-09-09","12.9563","1.7513"
"01858.HK","春立医疗","2016-09-15","13.0373","1.7622"
"01858.HK","春立医疗","2016-09-23","13.9483","1.8853"
"01858.HK","春立医疗","2016-09-30","13.7661","1.8607"
"01858.HK","春立医疗","2016-10-07","13.9280","1.8826"
"01858.HK","春立医疗","2016-10-11","14.1102","1.9072"
"01862.HK","景瑞控股","2013-11-01","4.3200","2.3781"
"01862.HK","景瑞控股","2013-11-08","4.1900","2.3066"
"01862.HK","景瑞控股","2013-11-15","4.1500","2.2845"
"01862.HK","景瑞控股","2013-11-22","4.0700","2.2405"
"01862.HK","景瑞控股","2013-11-29","4.0700","2.2405"
"01862.HK","景瑞控股","2013-12-06","4.0800","2.2460"
"01862.HK","景瑞控股","2013-12-13","4.0700","2.2405"
"01862.HK","景瑞控股","2013-12-20","4.1000","2.2570"
"01862.HK","景瑞控股","2013-12-27","4.0600","2.2350"
"01862.HK","景瑞控股","2014-01-03","4.0900","1.2997"
"01862.HK","景瑞控股","2014-01-10","4.1200","1.3093"
"01862.HK","景瑞控股","2014-01-17","4.1000","1.3029"
"01862.HK","景瑞控股","2014-01-24","4.0600","1.2902"
"01862.HK","景瑞控股","2014-01-30","4.0600","1.2902"
"01862.HK","景瑞控股","2014-02-07","4.0200","1.2775"
"01862.HK","景瑞控股","2014-02-14","4.0100","1.2743"
"01862.HK","景瑞控股","2014-02-21","4.0200","1.2743"
"01862.HK","景瑞控股","2014-02-28","4.0200","1.2743"
"01862.HK","景瑞控股","2014-03-07","3.9599","1.2552"
"01862.HK","景瑞控股","2014-03-14","3.9098","1.2394"
"01862.HK","景瑞控股","2014-03-21","4.0200","1.2743"
"01862.HK","景瑞控股","2014-03-28","3.9498","1.2521"
"01862.HK","景瑞控股","2014-04-04","3.9198","1.2425"
"01862.HK","景瑞控股","2014-04-11","3.8696","1.2266"
"01862.HK","景瑞控股","2014-04-17","3.8696","1.2266"
"01862.HK","景瑞控股","2014-04-25","3.8396","1.2171"
"01862.HK","景瑞控股","2014-05-02","3.8296","1.2139"
"01862.HK","景瑞控股","2014-05-09","3.7393","1.1853"
"01862.HK","景瑞控股","2014-05-16","3.6190","1.1472"
"01862.HK","景瑞控股","2014-05-23","3.7200","1.1504"
"01862.HK","景瑞控股","2014-05-30","3.6994","1.1440"
"01862.HK","景瑞控股","2014-06-06","3.6789","1.1377"
"01862.HK","景瑞控股","2014-06-13","3.6789","1.1377"
"01862.HK","景瑞控股","2014-06-20","3.6789","1.1377"
"01862.HK","景瑞控股","2014-06-27","3.6994","1.1440"
"01862.HK","景瑞控股","2014-07-04","3.6686","1.1345"
"01862.HK","景瑞控股","2014-07-11","3.6378","1.1250"
"01862.HK","景瑞控股","2014-07-18","3.6378","1.1250"
"01862.HK","景瑞控股","2014-07-25","3.6789","1.1377"
"01862.HK","景瑞控股","2014-08-01","3.9769","1.2298"
"01862.HK","景瑞控股","2014-08-08","3.9255","1.2139"
"01862.HK","景瑞控股","2014-08-15","3.8638","1.1949"
"01862.HK","景瑞控股","2014-08-22","3.8022","1.1758"
"01862.HK","景瑞控股","2014-08-29","3.6994","1.1440"
"01862.HK","景瑞控股","2014-09-05","3.6378","1.1250"
"01862.HK","景瑞控股","2014-09-12","3.6172","1.1186"
"01862.HK","景瑞控股","2014-09-19","3.5967","1.1122"
"01862.HK","景瑞控股","2014-09-26","3.5658","1.1027"
"01862.HK","景瑞控股","2014-10-03","3.4734","1.0741"
"01862.HK","景瑞控股","2014-10-10","3.5145","1.0868"
"01862.HK","景瑞控股","2014-10-17","3.5967","1.1122"
"01862.HK","景瑞控股","2014-10-24","3.6172","1.1186"
"01862.HK","景瑞控股","2014-10-31","3.6069","1.1154"
"01862.HK","景瑞控股","2014-11-07","3.5864","1.1423"
"01862.HK","景瑞控股","2014-11-14","3.5658","1.1358"
"01862.HK","景瑞控股","2014-11-21","3.7714","1.2013"
"01862.HK","景瑞控股","2014-11-28","3.4631","1.1031"
"01862.HK","景瑞控股","2014-12-05","3.3911","1.0801"
"01862.HK","景瑞控股","2014-12-12","3.3809","1.0769"
"01862.HK","景瑞控股","2014-12-19","3.2370","1.0310"
"01862.HK","景瑞控股","2014-12-24","3.4014","1.0834"
"01862.HK","景瑞控股","2015-01-02","3.3192","0.8917"
"01862.HK","景瑞控股","2015-01-09","3.1548","0.8475"
"01862.HK","景瑞控股","2015-01-16","3.1548","0.8475"
"01862.HK","景瑞控股","2015-01-23","3.0931","0.8309"
"01862.HK","景瑞控股","2015-01-30","3.0829","0.8282"
"01862.HK","景瑞控股","2015-02-06","3.0726","0.8254"
"01862.HK","景瑞控股","2015-02-13","3.0623","0.8227"
"01862.HK","景瑞控股","2015-02-18","3.0829","0.8282"
"01862.HK","景瑞控股","2015-02-27","3.0726","0.8254"
"01862.HK","景瑞控股","2015-03-06","2.9801","0.8006"
"01862.HK","景瑞控股","2015-03-13","2.8876","0.7757"
"01862.HK","景瑞控股","2015-03-20","2.8876","0.7757"
"01862.HK","景瑞控股","2015-03-27","2.8979","0.7785"
"01862.HK","景瑞控股","2015-04-02","3.0315","0.8144"
"01862.HK","景瑞控股","2015-04-10","3.0315","0.8144"
"01862.HK","景瑞控股","2015-04-17","3.0418","0.8171"
"01862.HK","景瑞控股","2015-04-24","2.9801","0.8006"
"01862.HK","景瑞控股","2015-04-30","3.0726","0.8254"
"01862.HK","景瑞控股","2015-05-08","3.2576","0.8751"
"01862.HK","景瑞控股","2015-05-15","3.3152","0.8696"
"01862.HK","景瑞控股","2015-05-22","3.3468","0.8779"
"01862.HK","景瑞控股","2015-05-29","3.3468","0.8779"
"01862.HK","景瑞控股","2015-06-05","3.4100","0.8944"
"01862.HK","景瑞控股","2015-06-12","3.5047","0.9193"
"01862.HK","景瑞控股","2015-06-19","3.2521","0.8530"
"01862.HK","景瑞控股","2015-06-26","3.4205","0.8972"
"01862.HK","景瑞控股","2015-07-03","3.4731","0.9110"
"01862.HK","景瑞控股","2015-07-10","3.6626","0.9607"
"01862.HK","景瑞控股","2015-07-17","3.7678","0.9883"
"01862.HK","景瑞控股","2015-07-24","3.7362","0.9800"
"01862.HK","景瑞控股","2015-07-31","3.7362","0.9800"
"01862.HK","景瑞控股","2015-08-07","3.6099","0.9469"
"01862.HK","景瑞控股","2015-08-14","3.5257","0.9248"
"01862.HK","景瑞控股","2015-08-21","3.4205","0.8972"
"01862.HK","景瑞控股","2015-08-28","3.4731","0.9110"
"01862.HK","景瑞控股","2015-09-04","3.4310","0.9000"
"01862.HK","景瑞控股","2015-09-11","3.4205","0.8972"
"01862.HK","景瑞控股","2015-09-18","3.4100","0.8944"
"01862.HK","景瑞控股","2015-09-25","3.4205","0.8972"
"01862.HK","景瑞控股","2015-10-02","3.4205","0.8972"
"01862.HK","景瑞控股","2015-10-09","3.3679","0.8834"
"01862.HK","景瑞控股","2015-10-16","3.3679","0.8834"
"01862.HK","景瑞控股","2015-10-23","3.3152","0.8696"
"01862.HK","景瑞控股","2015-10-30","3.2626","0.8558"
"01862.HK","景瑞控股","2015-11-06","3.2416","0.8503"
"01862.HK","景瑞控股","2015-11-13","3.1469","0.8254"
"01862.HK","景瑞控股","2015-11-20","3.1153","0.8171"
"01862.HK","景瑞控股","2015-11-27","3.1574","0.8282"
"01862.HK","景瑞控股","2015-12-04","3.1363","0.8227"
"01862.HK","景瑞控股","2015-12-11","3.1574","0.8282"
"01862.HK","景瑞控股","2015-12-18","3.1363","0.8227"
"01862.HK","景瑞控股","2015-12-24","3.1258","0.8199"
"01862.HK","景瑞控股","2015-12-31","3.1048","0.9439"
"01862.HK","景瑞控股","2016-01-08","3.1048","0.9439"
"01862.HK","景瑞控股","2016-01-15","3.0521","0.9279"
"01862.HK","景瑞控股","2016-01-22","2.9995","0.9119"
"01862.HK","景瑞控股","2016-01-29","2.9785","0.9055"
"01862.HK","景瑞控股","2016-02-05","2.9469","0.8959"
"01862.HK","景瑞控股","2016-02-12","2.8311","0.8607"
"01862.HK","景瑞控股","2016-02-19","2.9995","0.9119"
"01862.HK","景瑞控股","2016-02-26","2.9679","0.9023"
"01862.HK","景瑞控股","2016-03-04","2.9995","0.9119"
"01862.HK","景瑞控股","2016-03-11","2.8943","0.8799"
"01862.HK","景瑞控股","2016-03-18","2.9679","0.9023"
"01862.HK","景瑞控股","2016-03-24","2.9364","0.8927"
"01862.HK","景瑞控股","2016-04-01","2.9258","0.8895"
"01862.HK","景瑞控股","2016-04-08","2.9048","0.8831"
"01862.HK","景瑞控股","2016-04-15","2.9258","0.8895"
"01862.HK","景瑞控股","2016-04-22","2.8837","0.8767"
"01862.HK","景瑞控股","2016-04-29","2.9258","0.8895"
"01862.HK","景瑞控股","2016-05-06","2.8416","0.8639"
"01862.HK","景瑞控股","2016-05-13","2.8522","0.8671"
"01862.HK","景瑞控股","2016-05-20","2.8416","0.8639"
"01862.HK","景瑞控股","2016-05-27","2.8627","0.8703"
"01862.HK","景瑞控股","2016-06-03","2.8101","0.8543"
"01862.HK","景瑞控股","2016-06-10","2.8416","0.8639"
"01862.HK","景瑞控股","2016-06-17","2.8837","0.8767"
"01862.HK","景瑞控股","2016-06-24","2.8416","0.8639"
"01862.HK","景瑞控股","2016-06-30","2.8206","0.8575"
"01862.HK","景瑞控股","2016-07-08","3.1574","0.9599"
"01862.HK","景瑞控股","2016-07-15","3.1574","0.9599"
"01862.HK","景瑞控股","2016-07-22","3.1574","0.9599"
"01862.HK","景瑞控股","2016-07-29","3.1574","0.9599"
"01862.HK","景瑞控股","2016-08-05","3.1679","0.9599"
"01862.HK","景瑞控股","2016-08-12","3.1468","0.9535"
"01862.HK","景瑞控股","2016-08-19","3.1468","0.9535"
"01862.HK","景瑞控股","2016-08-26","3.1257","0.9471"
"01862.HK","景瑞控股","2016-09-02","3.0623","0.9279"
"01862.HK","景瑞控股","2016-09-09","3.1679","0.9599"
"01862.HK","景瑞控股","2016-09-15","3.1679","0.9599"
"01862.HK","景瑞控股","2016-09-23","3.2524","0.9854"
"01862.HK","景瑞控股","2016-09-30","3.1679","0.9599"
"01862.HK","景瑞控股","2016-10-07","3.1785","0.9631"
"01862.HK","景瑞控股","2016-10-11","3.1468","0.9535"
"01863.HK","中国龙天集团","2010-04-30","3.8900","78.8573"
"01863.HK","中国龙天集团","2010-05-07","3.3600","68.1132"
"01863.HK","中国龙天集团","2010-05-14","3.4100","69.1268"
"01863.HK","中国龙天集团","2010-05-20","2.9900","62.7971"
"01863.HK","中国龙天集团","2010-05-28","2.7500","57.7565"
"01863.HK","中国龙天集团","2010-06-04","2.8800","60.4868"
"01863.HK","中国龙天集团","2010-06-11","2.9000","60.9068"
"01863.HK","中国龙天集团","2010-06-18","2.8300","59.4367"
"01863.HK","中国龙天集团","2010-06-25","2.8300","59.4367"
"01863.HK","中国龙天集团","2010-07-02","2.9500","61.9570"
"01863.HK","中国龙天集团","2010-07-09","3.0500","64.0572"
"01863.HK","中国龙天集团","2010-07-16","3.2000","67.2076"
"01863.HK","中国龙天集团","2010-07-23","3.2900","69.0978"
"01863.HK","中国龙天集团","2010-07-30","3.4900","73.2982"
"01863.HK","中国龙天集团","2010-08-06","3.5500","74.5584"
"01863.HK","中国龙天集团","2010-08-13","3.3200","69.7278"
"01863.HK","中国龙天集团","2010-08-20","3.3000","69.3078"
"01863.HK","中国龙天集团","2010-08-27","3.3700","70.7780"
"01863.HK","中国龙天集团","2010-09-03","3.3500","70.3579"
"01863.HK","中国龙天集团","2010-09-10","3.1500","66.1574"
"01863.HK","中国龙天集团","2010-09-17","3.1900","66.9975"
"01863.HK","中国龙天集团","2010-09-24","3.2300","67.8376"
"01863.HK","中国龙天集团","2010-09-30","3.0600","64.2672"
"01863.HK","中国龙天集团","2010-10-08","3.1800","66.7875"
"01863.HK","中国龙天集团","2010-10-15","3.5800","75.1885"
"01863.HK","中国龙天集团","2010-10-22","4.2800","89.8901"
"01863.HK","中国龙天集团","2010-10-29","4.2000","88.2099"
"01863.HK","中国龙天集团","2010-11-05","4.5800","96.1908"
"01863.HK","中国龙天集团","2010-11-12","4.5900","96.4008"
"01863.HK","中国龙天集团","2010-11-19","4.7000","98.7111"
"01863.HK","中国龙天集团","2010-11-26","5.0300","105.6419"
"01863.HK","中国龙天集团","2010-12-03","5.9100","124.1240"
"01863.HK","中国龙天集团","2010-12-10","6.2500","131.2648"
"01863.HK","中国龙天集团","2010-12-17","5.6800","119.2934"
"01863.HK","中国龙天集团","2010-12-24","5.8200","122.2337"
"01863.HK","中国龙天集团","2010-12-31","6.1900","130.0046"
"01863.HK","中国龙天集团","2011-01-07","6.0000","126.0142"
"01863.HK","中国龙天集团","2011-01-14","6.0300","126.6442"
"01863.HK","中国龙天集团","2011-01-21","5.7300","120.3435"
"01863.HK","中国龙天集团","2011-01-28","3.8500","80.8591"
"01863.HK","中国龙天集团","2011-02-02","4.3700","91.7803"
"01863.HK","中国龙天集团","2011-02-11","3.9000","81.9092"
"01863.HK","中国龙天集团","2011-02-18","3.9400","82.7493"
"01863.HK","中国龙天集团","2011-02-25","3.8500","80.8591"
"01863.HK","中国龙天集团","2011-03-04","4.0600","85.2696"
"01863.HK","中国龙天集团","2011-03-11","4.0900","85.8997"
"01863.HK","中国龙天集团","2011-03-18","3.5700","74.9784"
"01863.HK","中国龙天集团","2011-03-25","3.2900","69.0978"
"01863.HK","中国龙天集团","2011-04-01","3.2100","67.4176"
"01863.HK","中国龙天集团","2011-04-08","3.4400","72.2481"
"01863.HK","中国龙天集团","2011-04-15","3.5600","74.7684"
"01863.HK","中国龙天集团","2011-04-21","3.9016","79.8090"
"01863.HK","中国龙天集团","2011-04-29","3.5936","73.5083"
"01863.HK","中国龙天集团","2011-05-06","3.4909","71.4080"
"01863.HK","中国龙天集团","2011-05-13","3.4396","70.3579"
"01863.HK","中国龙天集团","2011-05-20","3.3061","67.6276"
"01863.HK","中国龙天集团","2011-05-27","3.1829","65.1073"
"01863.HK","中国龙天集团","2011-06-03","3.1624","64.6873"
"01863.HK","中国龙天集团","2011-06-10","3.0289","61.9570"
"01863.HK","中国龙天集团","2011-06-17","2.8749","58.8066"
"01863.HK","中国龙天集团","2011-06-24","3.0083","61.5369"
"01863.HK","中国龙天集团","2011-06-30","2.9878","61.1169"
"01863.HK","中国龙天集团","2011-07-08","3.1007","63.4271"
"01863.HK","中国龙天集团","2011-07-15","2.9467","60.2768"
"01863.HK","中国龙天集团","2011-07-22","2.8441","58.1765"
"01863.HK","中国龙天集团","2011-07-29","2.8543","58.3866"
"01863.HK","中国龙天集团","2011-08-05","2.4744","50.6157"
"01863.HK","中国龙天集团","2011-08-12","2.4128","49.3556"
"01863.HK","中国龙天集团","2011-08-19","2.5668","52.5059"
"01863.HK","中国龙天集团","2011-08-26","2.6182","53.5560"
"01863.HK","中国龙天集团","2011-09-02","2.4847","50.8257"
"01863.HK","中国龙天集团","2011-09-09","2.3718","48.5155"
"01863.HK","中国龙天集团","2011-09-16","2.1870","44.7350"
"01863.HK","中国龙天集团","2011-09-23","1.9303","39.4844"
"01863.HK","中国龙天集团","2011-09-30","1.9097","39.0644"
"01863.HK","中国龙天集团","2011-10-07","1.9097","39.0644"
"01863.HK","中国龙天集团","2011-10-14","2.0329","41.5847"
"01863.HK","中国龙天集团","2011-10-21","2.0535","42.0047"
"01863.HK","中国龙天集团","2011-10-28","2.3820","48.7255"
"01863.HK","中国龙天集团","2011-11-04","2.3512","48.0954"
"01863.HK","中国龙天集团","2011-11-11","2.3102","47.2553"
"01863.HK","中国龙天集团","2011-11-18","2.3410","47.8854"
"01863.HK","中国龙天集团","2011-11-25","2.3410","47.8854"
"01863.HK","中国龙天集团","2011-12-02","2.3102","47.2553"
"01863.HK","中国龙天集团","2011-12-09","2.1664","44.3150"
"01863.HK","中国龙天集团","2011-12-16","2.1561","44.1050"
"01863.HK","中国龙天集团","2011-12-23","2.2588","46.2052"
"01863.HK","中国龙天集团","2011-12-30","2.3102","47.2553"
"01863.HK","中国龙天集团","2012-01-06","2.2588","46.2052"
"01863.HK","中国龙天集团","2012-01-13","2.3410","47.8854"
"01863.HK","中国龙天集团","2012-01-20","2.2588","46.2052"
"01863.HK","中国龙天集团","2012-01-27","2.2075","45.1551"
"01863.HK","中国龙天集团","2012-02-03","2.5463","52.0859"
"01863.HK","中国龙天集团","2012-02-10","2.7003","55.2362"
"01863.HK","中国龙天集团","2012-02-17","2.5976","53.1360"
"01863.HK","中国龙天集团","2012-02-24","2.7106","55.4462"
"01863.HK","中国龙天集团","2012-03-02","2.9673","60.6968"
"01863.HK","中国龙天集团","2012-03-09","2.9159","59.6467"
"01863.HK","中国龙天集团","2012-03-16","2.9057","59.4367"
"01863.HK","中国龙天集团","2012-03-23","2.6695","54.6061"
"01863.HK","中国龙天集团","2012-03-30","2.4539","50.1956"
"01863.HK","中国龙天集团","2012-04-05","2.4128","49.3556"
"01863.HK","中国龙天集团","2012-04-13","2.3102","47.2553"
"01863.HK","中国龙天集团","2012-04-20","2.3204","47.4653"
"01863.HK","中国龙天集团","2012-04-27","2.1561","44.1050"
"01863.HK","中国龙天集团","2012-05-04","2.1356","43.6849"
"01863.HK","中国龙天集团","2012-05-11","2.0124","41.1646"
"01863.HK","中国龙天集团","2012-05-18","2.0124","41.1646"
"01863.HK","中国龙天集团","2012-05-25","2.1454","41.7947"
"01863.HK","中国龙天集团","2012-06-01","2.1130","41.1646"
"01863.HK","中国龙天集团","2012-06-08","2.4580","47.8854"
"01863.HK","中国龙天集团","2012-06-15","2.3718","46.2052"
"01863.HK","中国龙天集团","2012-06-22","2.1777","42.4248"
"01863.HK","中国龙天集团","2012-06-29","2.3286","45.3651"
"01863.HK","中国龙天集团","2012-07-06","2.2424","43.6849"
"01863.HK","中国龙天集团","2012-07-13","2.1022","40.9546"
"01863.HK","中国龙天集团","2012-07-20","2.0268","39.4844"
"01863.HK","中国龙天集团","2012-07-27","2.0052","39.0644"
"01863.HK","中国龙天集团","2012-08-03","1.9513","38.0143"
"01863.HK","中国龙天集团","2012-08-10","1.9944","38.8544"
"01863.HK","中国龙天集团","2012-08-17","1.9621","39.3211"
"01863.HK","中国龙天集团","2012-08-24","2.0807","41.6976"
"01863.HK","中国龙天集团","2012-08-31","1.7788","35.6482"
"01863.HK","中国龙天集团","2012-09-07","1.7465","35.0001"
"01863.HK","中国龙天集团","2012-09-14","1.7141","34.3519"
"01863.HK","中国龙天集团","2012-09-21","1.8543","37.1606"
"01863.HK","中国龙天集团","2012-09-28","1.8327","36.7285"
"01863.HK","中国龙天集团","2012-10-05","1.8112","36.2964"
"01863.HK","中国龙天集团","2012-10-12","1.7249","34.5680"
"01863.HK","中国龙天集团","2012-10-19","1.6926","33.9198"
"01863.HK","中国龙天集团","2012-10-26","1.7680","35.4322"
"01863.HK","中国龙天集团","2012-11-02","1.7680","35.4322"
"01863.HK","中国龙天集团","2012-11-09","1.7141","34.3519"
"01863.HK","中国龙天集团","2012-11-16","1.5956","31.9754"
"01863.HK","中国龙天集团","2012-11-23","1.5740","31.5433"
"01863.HK","中国龙天集团","2012-11-30","1.5632","31.3272"
"01863.HK","中国龙天集团","2012-12-07","1.5093","30.2470"
"01863.HK","中国龙天集团","2012-12-14","1.4985","30.0309"
"01863.HK","中国龙天集团","2012-12-21","1.6495","33.0556"
"01863.HK","中国龙天集团","2012-12-28","1.6710","33.4877"
"01863.HK","中国龙天集团","2013-01-04","1.7465","35.0001"
"01863.HK","中国龙天集团","2013-01-11","1.8327","36.7285"
"01863.HK","中国龙天集团","2013-01-18","1.7141","34.3519"
"01863.HK","中国龙天集团","2013-01-25","1.6710","33.4877"
"01863.HK","中国龙天集团","2013-02-01","1.6710","33.4877"
"01863.HK","中国龙天集团","2013-02-08","1.6063","32.1914"
"01863.HK","中国龙天集团","2013-02-15","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-02-22","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-03-01","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-03-08","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-03-15","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-03-22","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-03-28","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-04-05","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-04-12","1.4770","29.5988"
"01863.HK","中国龙天集团","2013-04-19","1.4770","29.5988"
