"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)"
"000990.SH","全指消费","2015/11/12","8,718.3980","8,681.3320","8,731.8870","8,603.1210"
"000990.SH","全指消费","2015/11/13","8,612.0800","8,504.0440","8,630.8620","8,469.7670"
"000990.SH","全指消费","2015/11/16","8,368.6580","8,581.6270","8,584.0440","8,359.7700"
"000990.SH","全指消费","2015/11/17","8,640.5250","8,576.7440","8,723.3860","8,546.0470"
"000990.SH","全指消费","2015/11/18","8,575.6040","8,536.6420","8,630.5430","8,519.0240"
"000990.SH","全指消费","2015/11/19","8,549.3060","8,642.5050","8,643.0500","8,524.2270"
"000990.SH","全指消费","2015/11/20","8,655.0350","8,682.5060","8,698.2820","8,606.0280"
"000990.SH","全指消费","2015/11/23","8,680.4280","8,657.0980","8,733.6800","8,632.6200"
"000990.SH","全指消费","2015/11/24","8,649.8860","8,696.8380","8,697.8710","8,567.6140"
"000990.SH","全指消费","2015/11/25","8,691.9300","8,830.3590","8,831.1930","8,674.6340"
"000990.SH","全指消费","2015/11/26","8,856.0810","8,803.5830","8,874.3400","8,782.9500"
"000990.SH","全指消费","2015/11/27","8,771.6550","8,404.2270","8,780.1590","8,348.2840"
"000990.SH","全指消费","2015/11/30","8,416.7570","8,436.4060","8,480.0340","8,132.1750"
"000990.SH","全指消费","2015/12/01","8,424.7890","8,478.7130","8,514.6330","8,375.9140"
"000990.SH","全指消费","2015/12/02","8,494.2010","8,581.1330","8,597.2480","8,421.8520"
"000990.SH","全指消费","2015/12/03","8,549.3600","8,672.3960","8,674.7340","8,545.2650"
"000990.SH","全指消费","2015/12/04","8,632.1300","8,638.2710","8,670.4780","8,572.4580"
"000990.SH","全指消费","2015/12/07","8,648.7080","8,697.4300","8,706.4230","8,598.4480"
"000990.SH","全指消费","2015/12/08","8,658.4180","8,502.4350","8,658.4180","8,499.2960"
"000990.SH","全指消费","2015/12/09","8,477.1970","8,511.5520","8,558.2280","8,461.5470"
"000990.SH","全指消费","2015/12/10","8,517.7600","8,488.3930","8,566.9810","8,467.9670"
"000990.SH","全指消费","2015/12/11","8,464.7000","8,405.9050","8,464.7000","8,357.9770"
"000990.SH","全指消费","2015/12/14","8,342.2320","8,554.3020","8,556.1460","8,325.0480"
"000990.SH","全指消费","2015/12/15","8,565.7250","8,612.4560","8,624.9980","8,560.8270"
"000990.SH","全指消费","2015/12/16","8,632.6730","8,609.7370","8,668.5400","8,595.8810"
"000990.SH","全指消费","2015/12/17","8,646.0360","8,783.0070","8,783.5340","8,646.0360"
"000990.SH","全指消费","2015/12/18","8,782.3730","8,871.4380","8,875.6120","8,751.1290"
"000990.SH","全指消费","2015/12/21","8,878.4700","9,194.5740","9,216.5290","8,878.4700"
"000990.SH","全指消费","2015/12/22","9,257.0340","9,249.7620","9,291.3370","9,146.4400"
"000990.SH","全指消费","2015/12/23","9,247.8860","9,155.7080","9,295.0460","9,129.0040"
"000990.SH","全指消费","2015/12/24","9,129.6860","9,107.8160","9,164.9750","8,985.2240"
"000990.SH","全指消费","2015/12/25","9,111.9410","9,111.7720","9,136.8310","9,051.3960"
"000990.SH","全指消费","2015/12/28","9,137.9340","8,888.2040","9,158.9180","8,886.6470"
"000990.SH","全指消费","2015/12/29","8,873.4970","8,970.3220","8,973.6040","8,829.8840"
"000990.SH","全指消费","2015/12/30","8,978.7260","9,010.0560","9,010.5940","8,927.3020"
"000990.SH","全指消费","2015/12/31","9,020.3130","8,937.2480","9,043.6160","8,931.1570"
"000990.SH","全指消费","2016/01/04","8,911.2030","8,256.8600","8,911.2030","8,254.2630"
"000990.SH","全指消费","2016/01/05","7,992.3420","8,243.2630","8,357.4640","7,975.0270"
"000990.SH","全指消费","2016/01/06","8,266.0830","8,392.4870","8,393.3140","8,196.9400"
"000990.SH","全指消费","2016/01/07","8,255.7990","7,766.6270","8,255.7990","7,743.5580"
"000990.SH","全指消费","2016/01/08","7,945.4100","7,899.1040","8,031.4430","7,566.8140"
"000990.SH","全指消费","2016/01/11","7,769.7970","7,469.5930","7,886.7330","7,468.4650"
"000990.SH","全指消费","2016/01/12","7,490.9190","7,468.4870","7,560.8570","7,357.5090"
"000990.SH","全指消费","2016/01/13","7,525.1200","7,307.4350","7,609.1860","7,307.4350"
"000990.SH","全指消费","2016/01/14","7,120.7620","7,484.9320","7,504.7940","7,108.3530"
"000990.SH","全指消费","2016/01/15","7,437.6440","7,242.6040","7,494.8540","7,196.9080"
"000990.SH","全指消费","2016/01/18","7,112.1240","7,306.2020","7,382.1400","7,110.1750"
"000990.SH","全指消费","2016/01/19","7,294.0680","7,566.4460","7,569.6030","7,280.2160"
"000990.SH","全指消费","2016/01/20","7,513.8040","7,439.1490","7,595.9440","7,390.7050"
"000990.SH","全指消费","2016/01/21","7,339.2060","7,217.1130","7,507.7010","7,216.8760"
"000990.SH","全指消费","2016/01/22","7,298.0560","7,292.5080","7,339.7820","7,119.6730"
"000990.SH","全指消费","2016/01/25","7,342.2450","7,377.3990","7,411.9460","7,300.7330"
"000990.SH","全指消费","2016/01/26","7,305.7550","6,942.2500","7,366.3980","6,918.5880"
"000990.SH","全指消费","2016/01/27","6,978.0210","6,896.6570","7,003.7450","6,613.9140"
"000990.SH","全指消费","2016/01/28","6,851.0830","6,706.7280","6,924.1970","6,680.4650"
"000990.SH","全指消费","2016/01/29","6,695.8950","6,925.5540","6,975.9550","6,683.8860"
"000990.SH","全指消费","2016/02/01","6,914.4820","6,885.8500","6,975.7650","6,806.8430"
"000990.SH","全指消费","2016/02/02","6,892.8560","7,052.4980","7,069.3200","6,892.8560"
"000990.SH","全指消费","2016/02/03","6,975.2310","7,043.6840","7,064.5570","6,921.6880"
"000990.SH","全指消费","2016/02/04","7,068.7620","7,141.5310","7,179.0040","7,065.4950"
"000990.SH","全指消费","2016/02/05","7,153.7880","7,095.5630","7,174.8670","7,094.0470"
"000990.SH","全指消费","2016/02/15","6,892.8210","7,041.0870","7,073.5380","6,886.1360"
"000990.SH","全指消费","2016/02/16","7,072.9130","7,279.6700","7,289.7830","7,072.9130"
"000990.SH","全指消费","2016/02/17","7,266.6990","7,341.1920","7,346.7030","7,231.9470"
"000990.SH","全指消费","2016/02/18","7,374.4610","7,313.0000","7,390.6580","7,297.7310"
"000990.SH","全指消费","2016/02/19","7,294.9410","7,336.5740","7,363.6660","7,271.1420"
"000990.SH","全指消费","2016/02/22","7,409.4980","7,471.7480","7,475.6860","7,383.2720"
"000990.SH","全指消费","2016/02/23","7,468.7820","7,475.9040","7,505.0830","7,377.9160"
"000990.SH","全指消费","2016/02/24","7,451.1890","7,542.6360","7,546.0830","7,411.0430"
"000990.SH","全指消费","2016/02/25","7,525.0660","7,041.5010","7,525.0890","7,017.9570"
"000990.SH","全指消费","2016/02/26","7,082.5750","7,106.0230","7,156.9250","6,973.7680"
"000990.SH","全指消费","2016/02/29","7,103.5880","6,867.0110","7,104.3380","6,759.8100"
"000990.SH","全指消费","2016/03/01","6,873.5430","6,996.6040","7,019.0200","6,821.9800"
"000990.SH","全指消费","2016/03/02","6,981.7480","7,259.3410","7,274.0360","6,980.1090"
"000990.SH","全指消费","2016/03/03","7,244.1590","7,314.8230","7,365.6320","7,227.5590"
"000990.SH","全指消费","2016/03/04","7,283.0090","7,328.4930","7,354.1920","7,148.0970"
"000990.SH","全指消费","2016/03/07","7,356.7810","7,400.8660","7,470.5940","7,322.0450"
"000990.SH","全指消费","2016/03/08","7,381.8490","7,355.9250","7,381.8490","7,135.8580"
"000990.SH","全指消费","2016/03/09","7,223.1070","7,234.2540","7,306.1430","7,172.4130"
"000990.SH","全指消费","2016/03/10","7,234.3160","7,214.3190","7,330.0950","7,208.8940"
"000990.SH","全指消费","2016/03/11","7,153.7210","7,185.9920","7,243.4630","7,106.2550"
"000990.SH","全指消费","2016/03/14","7,248.2770","7,306.8000","7,399.8040","7,241.2580"
"000990.SH","全指消费","2016/03/15","7,284.3280","7,339.0940","7,357.4510","7,241.5950"
"000990.SH","全指消费","2016/03/16","7,333.1610","7,265.8260","7,353.9720","7,225.8800"
"000990.SH","全指消费","2016/03/17","7,290.2790","7,389.3850","7,436.5250","7,267.7100"
"000990.SH","全指消费","2016/03/18","7,419.3060","7,543.8300","7,585.6290","7,409.2010"
"000990.SH","全指消费","2016/03/21","7,596.7830","7,701.7300","7,702.6190","7,589.7850"
"000990.SH","全指消费","2016/03/22","7,658.2010","7,708.1400","7,769.3020","7,620.7570"
"000990.SH","全指消费","2016/03/23","7,695.3780","7,736.5710","7,753.3920","7,662.6310"
"000990.SH","全指消费","2016/03/24","7,701.7990","7,700.0040","7,805.1570","7,649.0120"
"000990.SH","全指消费","2016/03/25","7,691.7270","7,774.0700","7,794.3560","7,689.8770"
"000990.SH","全指消费","2016/03/28","7,805.4850","7,828.6960","7,965.7930","7,794.8730"
"000990.SH","全指消费","2016/03/29","7,822.9210","7,686.9300","7,829.3800","7,638.5250"
"000990.SH","全指消费","2016/03/30","7,736.7630","7,877.5120","7,878.3110","7,736.6170"
"000990.SH","全指消费","2016/03/31","7,913.9470","7,887.1620","7,939.0430","7,860.6360"
"000990.SH","全指消费","2016/04/01","7,865.5430","7,838.5220","7,889.5510","7,740.8200"
"000990.SH","全指消费","2016/04/05","7,831.6960","7,986.3190","7,998.2260","7,827.6990"
"000990.SH","全指消费","2016/04/06","7,967.6530","8,053.9410","8,054.7560","7,953.6430"
"000990.SH","全指消费","2016/04/07","8,067.8320","7,919.1770","8,080.9710","7,916.6850"
"000990.SH","全指消费","2016/04/08","7,867.7280","7,842.3630","7,893.7690","7,766.3410"
"000990.SH","全指消费","2016/04/11","7,901.5230","7,935.0520","7,990.1700","7,901.5230"
"000990.SH","全指消费","2016/04/12","7,929.2470","7,878.8680","7,939.9660","7,819.2100"
"000990.SH","全指消费","2016/04/13","7,900.3250","7,936.8570","8,026.8570","7,900.3250"
"000990.SH","全指消费","2016/04/14","7,970.0600","8,009.4720","8,010.0980","7,922.6290"
"000990.SH","全指消费","2016/04/15","8,008.0840","8,006.6640","8,024.4640","7,967.1830"
"000990.SH","全指消费","2016/04/18","7,969.9820","7,924.4670","7,969.9820","7,892.4660"
"000990.SH","全指消费","2016/04/19","7,961.9510","7,934.0460","7,980.4540","7,886.9230"
"000990.SH","全指消费","2016/04/20","7,948.7730","7,670.7180","7,962.0530","7,547.0140"
"000990.SH","全指消费","2016/04/21","7,655.6290","7,640.3750","7,742.4440","7,628.5310"
"000990.SH","全指消费","2016/04/22","7,610.4330","7,723.9470","7,724.3720","7,592.7070"
"000990.SH","全指消费","2016/04/25","7,709.1550","7,704.1540","7,731.4960","7,634.6890"
"000990.SH","全指消费","2016/04/26","7,699.5180","7,773.2270","7,773.6980","7,692.4120"
"000990.SH","全指消费","2016/04/27","7,779.6610","7,783.8850","7,833.6470","7,770.9860"
"000990.SH","全指消费","2016/04/28","7,786.0540","7,764.4600","7,796.7650","7,666.0850"
"000990.SH","全指消费","2016/04/29","7,765.6850","7,856.4180","7,899.6760","7,760.7660"
"000990.SH","全指消费","2016/05/03","7,864.7320","8,167.7770","8,171.6780","7,857.9350"
"000990.SH","全指消费","2016/05/04","8,151.0300","8,138.4040","8,219.9700","8,124.1170"
"000990.SH","全指消费","2016/05/05","8,131.6420","8,174.4040","8,178.1600","8,110.2090"
"000990.SH","全指消费","2016/05/06","8,164.4630","7,881.9480","8,186.8410","7,881.9480"
"000990.SH","全指消费","2016/05/09","7,818.3430","7,744.5000","7,828.3200","7,704.0420"
"000990.SH","全指消费","2016/05/10","7,714.6970","7,836.9680","7,872.5520","7,710.7350"
"000990.SH","全指消费","2016/05/11","7,870.6510","8,011.9130","8,139.9490","7,868.6120"
"000990.SH","全指消费","2016/05/12","7,902.7160","7,949.8980","7,967.5400","7,760.9560"
"000990.SH","全指消费","2016/05/13","7,920.2530","7,894.2650","8,051.6630","7,838.2580"
"000990.SH","全指消费","2016/05/16","7,865.6510","8,031.4620","8,032.3170","7,825.0810"
"000990.SH","全指消费","2016/05/17","8,037.0760","7,939.8350","8,042.7010","7,926.1630"
"000990.SH","全指消费","2016/05/18","7,882.0950","7,764.7580","7,890.1640","7,680.3610"
"000990.SH","全指消费","2016/05/19","7,758.1730","7,755.3360","7,836.9000","7,738.6870"
"000990.SH","全指消费","2016/05/20","7,710.5110","7,815.4820","7,816.2590","7,679.7760"
"000990.SH","全指消费","2016/05/23","7,815.0570","7,898.8820","7,899.4300","7,814.5260"
"000990.SH","全指消费","2016/05/24","7,898.9490","7,806.9090","7,899.4610","7,753.0460"
"000990.SH","全指消费","2016/05/25","7,849.8250","7,753.3240","7,867.0900","7,719.4800"
"000990.SH","全指消费","2016/05/26","7,733.6900","7,735.9240","7,764.9800","7,592.3850"
"000990.SH","全指消费","2016/05/27","7,716.1170","7,728.7220","7,762.1740","7,688.0970"
"000990.SH","全指消费","2016/05/30","7,686.7150","7,702.6890","7,737.0100","7,610.9260"
"000990.SH","全指消费","2016/05/31","7,697.9710","7,958.3530","7,960.9720","7,697.9710"
"000990.SH","全指消费","2016/06/01","7,961.9520","7,979.1590","7,997.6280","7,945.2500"
"000990.SH","全指消费","2016/06/02","7,973.2260","8,031.8580","8,032.0040","7,965.0600"
"000990.SH","全指消费","2016/06/03","8,035.6350","8,215.9600","8,254.4400","8,032.2800"
"000990.SH","全指消费","2016/06/06","8,212.6490","8,170.0040","8,222.5400","8,123.0260"
"000990.SH","全指消费","2016/06/07","8,173.4200","8,199.3960","8,200.8180","8,148.7930"
"000990.SH","全指消费","2016/06/08","8,180.9650","8,117.2560","8,185.4500","8,076.0650"
"000990.SH","全指消费","2016/06/13","8,035.0770","7,858.5560","8,102.9410","7,858.5560"
"000990.SH","全指消费","2016/06/14","7,833.8110","7,960.5330","7,960.7410","7,833.8110"
"000990.SH","全指消费","2016/06/15","7,881.1300","8,128.6520","8,157.8390","7,866.5380"
