时间,简称,收盘价(元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/6/10,中证环保,"1,153.34",2014/6/10,国证地产,"3,499.76",2014/6/10,国证医药,"5,742.48",2014/6/10,国证有色,"3,094.71",2014/6/10,国证食品,"5,422.93",2014/6/10,中证银行,"3,636.17",2014/6/10,证券公司,500.38,2014/6/10,国证新能,"1,263.56",,,,2014/6/10,移动互联,"1,660.63",2014/6/10,中证传媒,"1,625.86",2014/6/10,中证国防,904.27,,,,,,,,,
2014/6/11,中证环保,"1,168.91",2014/6/11,国证地产,"3,499.93",2014/6/11,国证医药,"5,797.20",2014/6/11,国证有色,"3,120.33",2014/6/11,国证食品,"5,447.15",2014/6/11,中证银行,"3,624.91",2014/6/11,证券公司,496.92,2014/6/11,国证新能,"1,275.61",,,,2014/6/11,移动互联,"1,667.43",2014/6/11,中证传媒,"1,629.10",2014/6/11,中证国防,907.5,,,,,,,,,
2014/6/12,中证环保,"1,161.02",2014/6/12,国证地产,"3,464.91",2014/6/12,国证医药,"5,778.44",2014/6/12,国证有色,"3,117.37",2014/6/12,国证食品,"5,460.26",2014/6/12,中证银行,"3,613.63",2014/6/12,证券公司,494.91,2014/6/12,国证新能,"1,266.92",,,,2014/6/12,移动互联,"1,664.29",2014/6/12,中证传媒,"1,621.74",2014/6/12,中证国防,924.57,,,,,,,,,
2014/6/13,中证环保,"1,178.03",2014/6/13,国证地产,"3,475.15",2014/6/13,国证医药,"5,806.65",2014/6/13,国证有色,"3,140.72",2014/6/13,国证食品,"5,477.54",2014/6/13,中证银行,"3,674.33",2014/6/13,证券公司,501,2014/6/13,国证新能,"1,297.02",,,,2014/6/13,移动互联,"1,677.59",2014/6/13,中证传媒,"1,642.37",2014/6/13,中证国防,937.41,,,,,,,,,
2014/6/16,中证环保,"1,189.15",2014/6/16,国证地产,"3,471.21",2014/6/16,国证医药,"5,790.78",2014/6/16,国证有色,"3,150.58",2014/6/16,国证食品,"5,493.63",2014/6/16,中证银行,"3,722.44",2014/6/16,证券公司,504.25,2014/6/16,国证新能,"1,308.42",,,,2014/6/16,移动互联,"1,688.82",2014/6/16,中证传媒,"1,659.04",2014/6/16,中证国防,952.49,,,,,,,,,
2014/6/17,中证环保,"1,179.52",2014/6/17,国证地产,"3,449.04",2014/6/17,国证医药,"5,737.60",2014/6/17,国证有色,"3,123.68",2014/6/17,国证食品,"5,435.04",2014/6/17,中证银行,"3,687.20",2014/6/17,证券公司,497.19,2014/6/17,国证新能,"1,302.50",,,,2014/6/17,移动互联,"1,663.33",2014/6/17,中证传媒,"1,636.35",2014/6/17,中证国防,933.28,,,,,,,,,
2014/6/18,中证环保,"1,174.00",2014/6/18,国证地产,"3,446.98",2014/6/18,国证医药,"5,718.25",2014/6/18,国证有色,"3,160.28",2014/6/18,国证食品,"5,389.93",2014/6/18,中证银行,"3,665.28",2014/6/18,证券公司,494.14,2014/6/18,国证新能,"1,296.81",,,,2014/6/18,移动互联,"1,643.88",2014/6/18,中证传媒,"1,620.27",2014/6/18,中证国防,937.08,,,,,,,,,
2014/6/19,中证环保,"1,149.96",2014/6/19,国证地产,"3,379.01",2014/6/19,国证医药,"5,617.71",2014/6/19,国证有色,"3,086.63",2014/6/19,国证食品,"5,314.31",2014/6/19,中证银行,"3,633.68",2014/6/19,证券公司,482.37,2014/6/19,国证新能,"1,258.55",,,,2014/6/19,移动互联,"1,584.74",2014/6/19,中证传媒,"1,566.53",2014/6/19,中证国防,911.76,,,,,,,,,
2014/6/20,中证环保,"1,160.74",2014/6/20,国证地产,"3,406.03",2014/6/20,国证医药,"5,650.89",2014/6/20,国证有色,"3,120.22",2014/6/20,国证食品,"5,327.28",2014/6/20,中证银行,"3,642.45",2014/6/20,证券公司,483.88,2014/6/20,国证新能,"1,271.92",,,,2014/6/20,移动互联,"1,595.39",2014/6/20,中证传媒,"1,574.95",2014/6/20,中证国防,920.74,,,,,,,,,
2014/6/23,中证环保,"1,170.16",2014/6/23,国证地产,"3,395.92",2014/6/23,国证医药,"5,678.87",2014/6/23,国证有色,"3,186.97",2014/6/23,国证食品,"5,353.77",2014/6/23,中证银行,"3,620.06",2014/6/23,证券公司,483.51,2014/6/23,国证新能,"1,288.42",,,,2014/6/23,移动互联,"1,615.40",2014/6/23,中证传媒,"1,603.40",2014/6/23,中证国防,936.05,,,,,,,,,
2014/6/24,中证环保,"1,175.83",2014/6/24,国证地产,"3,399.27",2014/6/24,国证医药,"5,735.38",2014/6/24,国证有色,"3,221.10",2014/6/24,国证食品,"5,448.50",2014/6/24,中证银行,"3,603.14",2014/6/24,证券公司,486.66,2014/6/24,国证新能,"1,299.15",,,,2014/6/24,移动互联,"1,622.65",2014/6/24,中证传媒,"1,612.79",2014/6/24,中证国防,955.87,,,,,,,,,
2014/6/25,中证环保,"1,172.56",2014/6/25,国证地产,"3,387.82",2014/6/25,国证医药,"5,718.91",2014/6/25,国证有色,"3,176.24",2014/6/25,国证食品,"5,407.03",2014/6/25,中证银行,"3,584.76",2014/6/25,证券公司,483.33,2014/6/25,国证新能,"1,290.33",,,,2014/6/25,移动互联,"1,607.33",2014/6/25,中证传媒,"1,605.90",2014/6/25,中证国防,949.73,,,,,,,,,
2014/6/26,中证环保,"1,185.21",2014/6/26,国证地产,"3,426.85",2014/6/26,国证医药,"5,776.49",2014/6/26,国证有色,"3,188.75",2014/6/26,国证食品,"5,447.92",2014/6/26,中证银行,"3,599.53",2014/6/26,证券公司,488.58,2014/6/26,国证新能,"1,304.22",,,,2014/6/26,移动互联,"1,635.49",2014/6/26,中证传媒,"1,628.54",2014/6/26,中证国防,963.23,,,,,,,,,
2014/6/27,中证环保,"1,191.22",2014/6/27,国证地产,"3,440.83",2014/6/27,国证医药,"5,796.46",2014/6/27,国证有色,"3,187.87",2014/6/27,国证食品,"5,452.13",2014/6/27,中证银行,"3,583.68",2014/6/27,证券公司,489.67,2014/6/27,国证新能,"1,319.26",,,,2014/6/27,移动互联,"1,642.60",2014/6/27,中证传媒,"1,640.49",2014/6/27,中证国防,981.16,,,,,,,,,
2014/6/30,中证环保,"1,199.50",2014/6/30,国证地产,"3,450.17",2014/6/30,国证医药,"5,840.71",2014/6/30,国证有色,"3,208.12",2014/6/30,国证食品,"5,469.32",2014/6/30,中证银行,"3,602.55",2014/6/30,证券公司,493.38,2014/6/30,国证新能,"1,331.25",,,,2014/6/30,移动互联,"1,661.80",2014/6/30,中证传媒,"1,651.89",2014/6/30,中证国防,"1,028.64",,,,,,,,,
2014/7/1,中证环保,"1,208.37",2014/7/1,国证地产,"3,446.82",2014/7/1,国证医药,"5,845.79",2014/7/1,国证有色,"3,243.98",2014/7/1,国证食品,"5,440.05",2014/7/1,中证银行,"3,602.17",2014/7/1,证券公司,492.54,2014/7/1,国证新能,"1,343.19",,,,2014/7/1,移动互联,"1,676.47",2014/7/1,中证传媒,"1,667.01",2014/7/1,中证国防,"1,024.40",,,,,,,,,
2014/7/2,中证环保,"1,215.56",2014/7/2,国证地产,"3,449.79",2014/7/2,国证医药,"5,883.20",2014/7/2,国证有色,"3,242.92",2014/7/2,国证食品,"5,422.44",2014/7/2,中证银行,"3,609.77",2014/7/2,证券公司,497.5,2014/7/2,国证新能,"1,349.75",,,,2014/7/2,移动互联,"1,690.12",2014/7/2,中证传媒,"1,672.94",2014/7/2,中证国防,"1,049.08",,,,,,,,,
2014/7/3,中证环保,"1,226.15",2014/7/3,国证地产,"3,486.76",2014/7/3,国证医药,"5,979.06",2014/7/3,国证有色,"3,294.44",2014/7/3,国证食品,"5,455.17",2014/7/3,中证银行,"3,608.81",2014/7/3,证券公司,497.86,2014/7/3,国证新能,"1,367.78",,,,2014/7/3,移动互联,"1,693.34",2014/7/3,中证传媒,"1,662.59",2014/7/3,中证国防,"1,038.25",,,,,,,,,
2014/7/4,中证环保,"1,218.71",2014/7/4,国证地产,"3,521.34",2014/7/4,国证医药,"5,923.20",2014/7/4,国证有色,"3,273.29",2014/7/4,国证食品,"5,479.43",2014/7/4,中证银行,"3,607.61",2014/7/4,证券公司,495.89,2014/7/4,国证新能,"1,359.82",,,,2014/7/4,移动互联,"1,682.86",2014/7/4,中证传媒,"1,661.06",2014/7/4,中证国防,"1,035.83",,,,,,,,,
2014/7/7,中证环保,"1,215.46",2014/7/7,国证地产,"3,577.20",2014/7/7,国证医药,"5,881.29",2014/7/7,国证有色,"3,245.68",2014/7/7,国证食品,"5,469.73",2014/7/7,中证银行,"3,607.97",2014/7/7,证券公司,495.13,2014/7/7,国证新能,"1,356.92",,,,2014/7/7,移动互联,"1,672.23",2014/7/7,中证传媒,"1,644.31",2014/7/7,中证国防,"1,067.68",,,,,,,,,
2014/7/8,中证环保,"1,225.11",2014/7/8,国证地产,"3,579.02",2014/7/8,国证医药,"5,909.74",2014/7/8,国证有色,"3,272.70",2014/7/8,国证食品,"5,475.81",2014/7/8,中证银行,"3,612.14",2014/7/8,证券公司,494.54,2014/7/8,国证新能,"1,375.92",,,,2014/7/8,移动互联,"1,681.17",2014/7/8,中证传媒,"1,656.78",2014/7/8,中证国防,"1,066.09",,,,,,,,,
2014/7/9,中证环保,"1,203.76",2014/7/9,国证地产,"3,519.33",2014/7/9,国证医药,"5,807.02",2014/7/9,国证有色,"3,250.91",2014/7/9,国证食品,"5,372.27",2014/7/9,中证银行,"3,560.93",2014/7/9,证券公司,486.27,2014/7/9,国证新能,"1,358.40",,,,2014/7/9,移动互联,"1,645.64",2014/7/9,中证传媒,"1,621.29",2014/7/9,中证国防,"1,076.68",,,,,,,,,
2014/7/10,中证环保,"1,201.10",2014/7/10,国证地产,"3,533.09",2014/7/10,国证医药,"5,813.20",2014/7/10,国证有色,"3,272.39",2014/7/10,国证食品,"5,333.53",2014/7/10,中证银行,"3,540.59",2014/7/10,证券公司,486.42,2014/7/10,国证新能,"1,364.30",,,,2014/7/10,移动互联,"1,630.35",2014/7/10,中证传媒,"1,604.66",2014/7/10,中证国防,"1,071.98",,,,,,,,,
2014/7/11,中证环保,"1,208.84",2014/7/11,国证地产,"3,581.26",2014/7/11,国证医药,"5,823.02",2014/7/11,国证有色,"3,298.68",2014/7/11,国证食品,"5,361.67",2014/7/11,中证银行,"3,498.24",2014/7/11,证券公司,489.81,2014/7/11,国证新能,"1,375.91",,,,2014/7/11,移动互联,"1,639.77",2014/7/11,中证传媒,"1,609.76",2014/7/11,中证国防,"1,106.62",,,,,,,,,
2014/7/14,中证环保,"1,234.74",2014/7/14,国证地产,"3,617.30",2014/7/14,国证医药,"5,855.27",2014/7/14,国证有色,"3,357.19",2014/7/14,国证食品,"5,519.35",2014/7/14,中证银行,"3,512.59",2014/7/14,证券公司,496.72,2014/7/14,国证新能,"1,414.85",,,,2014/7/14,移动互联,"1,648.57",2014/7/14,中证传媒,"1,607.09",2014/7/14,中证国防,"1,099.54",,,,,,,,,
2014/7/15,中证环保,"1,229.04",2014/7/15,国证地产,"3,624.11",2014/7/15,国证医药,"5,873.50",2014/7/15,国证有色,"3,337.44",2014/7/15,国证食品,"5,647.73",2014/7/15,中证银行,"3,520.63",2014/7/15,证券公司,495.29,2014/7/15,国证新能,"1,408.62",,,,2014/7/15,移动互联,"1,634.20",2014/7/15,中证传媒,"1,575.84",2014/7/15,中证国防,"1,105.97",,,,,,,,,
2014/7/16,中证环保,"1,218.19",2014/7/16,国证地产,"3,642.75",2014/7/16,国证医药,"5,820.57",2014/7/16,国证有色,"3,315.33",2014/7/16,国证食品,"5,598.45",2014/7/16,中证银行,"3,522.10",2014/7/16,证券公司,494.44,2014/7/16,国证新能,"1,393.16",,,,2014/7/16,移动互联,"1,612.51",2014/7/16,中证传媒,"1,556.84",2014/7/16,中证国防,"1,051.08",,,,,,,,,
2014/7/17,中证环保,"1,210.91",2014/7/17,国证地产,"3,615.60",2014/7/17,国证医药,"5,781.30",2014/7/17,国证有色,"3,324.05",2014/7/17,国证食品,"5,551.99",2014/7/17,中证银行,"3,493.36",2014/7/17,证券公司,492.04,2014/7/17,国证新能,"1,386.62",,,,2014/7/17,移动互联,"1,598.85",2014/7/17,中证传媒,"1,536.46",2014/7/17,中证国防,"1,035.81",,,,,,,,,
2014/7/18,中证环保,"1,214.67",2014/7/18,国证地产,"3,705.08",2014/7/18,国证医药,"5,783.55",2014/7/18,国证有色,"3,324.50",2014/7/18,国证食品,"5,686.89",2014/7/18,中证银行,"3,482.02",2014/7/18,证券公司,495.82,2014/7/18,国证新能,"1,388.06",,,,2014/7/18,移动互联,"1,593.41",2014/7/18,中证传媒,"1,529.02",2014/7/18,中证国防,"1,028.95",,,,,,,,,
2014/7/21,中证环保,"1,206.68",2014/7/21,国证地产,"3,721.51",2014/7/21,国证医药,"5,819.05",2014/7/21,国证有色,"3,297.93",2014/7/21,国证食品,"5,716.41",2014/7/21,中证银行,"3,470.62",2014/7/21,证券公司,492.03,2014/7/21,国证新能,"1,388.95",,,,2014/7/21,移动互联,"1,597.42",2014/7/21,中证传媒,"1,535.41",2014/7/21,中证国防,"1,047.53",,,,,,,,,
2014/7/22,中证环保,"1,227.41",2014/7/22,国证地产,"3,767.96",2014/7/22,国证医药,"5,854.61",2014/7/22,国证有色,"3,408.05",2014/7/22,国证食品,"5,757.83",2014/7/22,中证银行,"3,505.38",2014/7/22,证券公司,499.68,2014/7/22,国证新能,"1,427.17",,,,2014/7/22,移动互联,"1,612.24",2014/7/22,中证传媒,"1,551.42",2014/7/22,中证国防,"1,048.28",,,,,,,,,
2014/7/23,中证环保,"1,213.83",2014/7/23,国证地产,"3,783.45",2014/7/23,国证医药,"5,772.09",2014/7/23,国证有色,"3,419.73",2014/7/23,国证食品,"5,724.47",2014/7/23,中证银行,"3,517.57",2014/7/23,证券公司,503.36,2014/7/23,国证新能,"1,408.71",,,,2014/7/23,移动互联,"1,591.33",2014/7/23,中证传媒,"1,517.29",2014/7/23,中证国防,"1,049.96",,,,,,,,,
2014/7/24,中证环保,"1,209.23",2014/7/24,国证地产,"3,910.08",2014/7/24,国证医药,"5,761.61",2014/7/24,国证有色,"3,462.01",2014/7/24,国证食品,"5,754.95",2014/7/24,中证银行,"3,620.21",2014/7/24,证券公司,520.52,2014/7/24,国证新能,"1,398.33",,,,2014/7/24,移动互联,"1,581.40",2014/7/24,中证传媒,"1,499.90",2014/7/24,中证国防,"1,029.39",,,,,,,,,
2014/7/25,中证环保,"1,221.23",2014/7/25,国证地产,"3,916.88",2014/7/25,国证医药,"5,788.59",2014/7/25,国证有色,"3,567.56",2014/7/25,国证食品,"5,803.32",2014/7/25,中证银行,"3,652.44",2014/7/25,证券公司,527.94,2014/7/25,国证新能,"1,412.72",,,,2014/7/25,移动互联,"1,595.94",2014/7/25,中证传媒,"1,518.03",2014/7/25,中证国防,"1,034.42",,,,,,,,,
2014/7/28,中证环保,"1,242.87",2014/7/28,国证地产,"3,962.89",2014/7/28,国证医药,"5,871.04",2014/7/28,国证有色,"3,660.75",2014/7/28,国证食品,"5,925.00",2014/7/28,中证银行,"3,834.02",2014/7/28,证券公司,554.39,2014/7/28,国证新能,"1,431.43",,,,2014/7/28,移动互联,"1,627.72",2014/7/28,中证传媒,"1,554.29",2014/7/28,中证国防,"1,071.31",,,,,,,,,
2014/7/29,中证环保,"1,256.30",2014/7/29,国证地产,"4,000.88",2014/7/29,国证医药,"5,917.28",2014/7/29,国证有色,"3,667.16",2014/7/29,国证食品,"5,906.20",2014/7/29,中证银行,"3,860.21",2014/7/29,证券公司,556.11,2014/7/29,国证新能,"1,456.26",,,,2014/7/29,移动互联,"1,639.31",2014/7/29,中证传媒,"1,567.44",2014/7/29,中证国防,"1,096.31",,,,,,,,,
2014/7/30,中证环保,"1,257.94",2014/7/30,国证地产,"3,911.31",2014/7/30,国证医药,"5,965.81",2014/7/30,国证有色,"3,639.67",2014/7/30,国证食品,"5,910.70",2014/7/30,中证银行,"3,828.79",2014/7/30,证券公司,558.7,2014/7/30,国证新能,"1,464.63",,,,2014/7/30,移动互联,"1,647.25",2014/7/30,中证传媒,"1,573.97",2014/7/30,中证国防,"1,109.79",,,,,,,,,
2014/7/31,中证环保,"1,264.85",2014/7/31,国证地产,"3,964.48",2014/7/31,国证医药,"5,998.70",2014/7/31,国证有色,"3,738.49",2014/7/31,国证食品,"6,029.85",2014/7/31,中证银行,"3,880.68",2014/7/31,证券公司,566.9,2014/7/31,国证新能,"1,473.95",,,,2014/7/31,移动互联,"1,657.57",2014/7/31,中证传媒,"1,584.88",2014/7/31,中证国防,"1,121.14",,,,,,,,,
2014/8/1,中证环保,"1,246.95",2014/8/1,国证地产,"3,894.70",2014/8/1,国证医药,"6,017.88",2014/8/1,国证有色,"3,654.14",2014/8/1,国证食品,"6,019.43",2014/8/1,中证银行,"3,849.70",2014/8/1,证券公司,554.01,2014/8/1,国证新能,"1,447.90",,,,2014/8/1,移动互联,"1,633.93",2014/8/1,中证传媒,"1,556.42",2014/8/1,中证国防,"1,096.56",,,,,,,,,
2014/8/4,中证环保,"1,266.10",2014/8/4,国证地产,"3,972.31",2014/8/4,国证医药,"6,051.48",2014/8/4,国证有色,"3,755.06",2014/8/4,国证食品,"6,098.45",2014/8/4,中证银行,"3,912.28",2014/8/4,证券公司,576.22,2014/8/4,国证新能,"1,464.47",,,,2014/8/4,移动互联,"1,649.78",2014/8/4,中证传媒,"1,569.26",2014/8/4,中证国防,"1,113.96",,,,,,,,,
2014/8/5,中证环保,"1,273.08",2014/8/5,国证地产,"3,940.41",2014/8/5,国证医药,"6,052.07",2014/8/5,国证有色,"3,761.56",2014/8/5,国证食品,"6,108.99",2014/8/5,中证银行,"3,876.37",2014/8/5,证券公司,574.87,2014/8/5,国证新能,"1,470.38",,,,2014/8/5,移动互联,"1,669.46",2014/8/5,中证传媒,"1,598.85",2014/8/5,中证国防,"1,115.17",,,,,,,,,
2014/8/6,中证环保,"1,285.57",2014/8/6,国证地产,"3,918.14",2014/8/6,国证医药,"6,072.52",2014/8/6,国证有色,"3,851.90",2014/8/6,国证食品,"6,079.31",2014/8/6,中证银行,"3,831.96",2014/8/6,证券公司,577.04,2014/8/6,国证新能,"1,484.06",,,,2014/8/6,移动互联,"1,670.46",2014/8/6,中证传媒,"1,597.68",2014/8/6,中证国防,"1,130.65",,,,,,,,,
2014/8/7,中证环保,"1,274.79",2014/8/7,国证地产,"3,892.27",2014/8/7,国证医药,"6,018.19",2014/8/7,国证有色,"3,802.05",2014/8/7,国证食品,"5,972.12",2014/8/7,中证银行,"3,769.40",2014/8/7,证券公司,562.24,2014/8/7,国证新能,"1,478.05",,,,2014/8/7,移动互联,"1,661.72",2014/8/7,中证传媒,"1,591.21",2014/8/7,中证国防,"1,118.62",2014/8/7,国企改革,"1,050.80",,,,,,
2014/8/8,中证环保,"1,280.87",2014/8/8,国证地产,"3,875.36",2014/8/8,国证医药,"6,034.06",2014/8/8,国证有色,"3,829.42",2014/8/8,国证食品,"6,013.69",2014/8/8,中证银行,"3,781.23",2014/8/8,证券公司,562.42,2014/8/8,国证新能,"1,488.52",,,,2014/8/8,移动互联,"1,679.33",2014/8/8,中证传媒,"1,609.96",2014/8/8,中证国防,"1,129.16",2014/8/8,国企改革,"1,054.14",,,,,,
2014/8/11,中证环保,"1,300.99",2014/8/11,国证地产,"3,940.12",2014/8/11,国证医药,"6,116.67",2014/8/11,国证有色,"3,865.07",2014/8/11,国证食品,"6,077.57",2014/8/11,中证银行,"3,833.98",2014/8/11,证券公司,572.61,2014/8/11,国证新能,"1,506.90",,,,2014/8/11,移动互联,"1,698.72",2014/8/11,中证传媒,"1,623.93",2014/8/11,中证国防,"1,147.50",2014/8/11,国企改革,"1,067.31",,,,,,
2014/8/12,中证环保,"1,307.96",2014/8/12,国证地产,"3,952.05",2014/8/12,国证医药,"6,102.22",2014/8/12,国证有色,"3,863.19",2014/8/12,国证食品,"6,069.80",2014/8/12,中证银行,"3,796.29",2014/8/12,证券公司,570.53,2014/8/12,国证新能,"1,511.56",,,,2014/8/12,移动互联,"1,714.88",2014/8/12,中证传媒,"1,625.26",2014/8/12,中证国防,"1,153.19",2014/8/12,国企改革,"1,068.87",,,,,,
2014/8/13,中证环保,"1,310.64",2014/8/13,国证地产,"3,967.29",2014/8/13,国证医药,"6,081.12",2014/8/13,国证有色,"3,872.59",2014/8/13,国证食品,"6,095.86",2014/8/13,中证银行,"3,782.87",2014/8/13,证券公司,573.1085,2014/8/13,国证新能,"1,505.17",,,,2014/8/13,移动互联,"1,715.97",2014/8/13,中证传媒,"1,613.47",2014/8/13,中证国防,"1,140.02",2014/8/13,国企改革,"1,070.61",,,,,,
2014/8/14,中证环保,"1,305.49",2014/8/14,国证地产,"3,927.12",2014/8/14,国证医药,"6,054.06",2014/8/14,国证有色,"3,779.92",2014/8/14,国证食品,"6,046.60",2014/8/14,中证银行,"3,756.37",2014/8/14,证券公司,564.1798,2014/8/14,国证新能,"1,496.62",,,,2014/8/14,移动互联,"1,709.95",2014/8/14,中证传媒,"1,604.11",2014/8/14,中证国防,"1,124.03",2014/8/14,国企改革,"1,064.98",,,,,,
2014/8/15,中证环保,"1,316.45",2014/8/15,国证地产,"3,971.19",2014/8/15,国证医药,"6,110.87",2014/8/15,国证有色,"3,789.50",2014/8/15,国证食品,"6,096.36",2014/8/15,中证银行,"3,774.57",2014/8/15,证券公司,577.8681,2014/8/15,国证新能,"1,510.40",,,,2014/8/15,移动互联,"1,736.92",2014/8/15,中证传媒,"1,621.47",2014/8/15,中证国防,"1,135.96",2014/8/15,国企改革,"1,078.93",,,,,,
2014/8/18,中证环保,"1,335.47",2014/8/18,国证地产,"4,000.29",2014/8/18,国证医药,"6,179.90",2014/8/18,国证有色,"3,824.32",2014/8/18,国证食品,"6,116.66",2014/8/18,中证银行,"3,777.33",2014/8/18,证券公司,580.7593,2014/8/18,国证新能,"1,533.28",,,,2014/8/18,移动互联,"1,774.40",2014/8/18,中证传媒,"1,673.29",2014/8/18,中证国防,"1,147.83",2014/8/18,国企改革,"1,090.47",,,,,,
2014/8/19,中证环保,"1,337.14",2014/8/19,国证地产,"4,019.24",2014/8/19,国证医药,"6,173.01",2014/8/19,国证有色,"3,830.09",2014/8/19,国证食品,"6,113.25",2014/8/19,中证银行,"3,777.28",2014/8/19,证券公司,574.7681,2014/8/19,国证新能,"1,543.63",,,,2014/8/19,移动互联,"1,783.80",2014/8/19,中证传媒,"1,700.32",2014/8/19,中证国防,"1,160.88",2014/8/19,国企改革,"1,095.30",,,,,,
2014/8/20,中证环保,"1,333.72",2014/8/20,国证地产,"4,022.98",2014/8/20,国证医药,"6,153.37",2014/8/20,国证有色,"3,820.04",2014/8/20,国证食品,"6,140.92",2014/8/20,中证银行,"3,755.66",2014/8/20,证券公司,574.6076,2014/8/20,国证新能,"1,543.69",,,,2014/8/20,移动互联,"1,775.75",2014/8/20,中证传媒,"1,687.04",2014/8/20,中证国防,"1,159.92",2014/8/20,国企改革,"1,093.96",,,,,,
2014/8/21,中证环保,"1,338.29",2014/8/21,国证地产,"4,029.52",2014/8/21,国证医药,"6,141.81",2014/8/21,国证有色,"3,815.70",2014/8/21,国证食品,"6,094.77",2014/8/21,中证银行,"3,720.05",2014/8/21,证券公司,566.0603,2014/8/21,国证新能,"1,533.35",,,,2014/8/21,移动互联,"1,791.61",2014/8/21,中证传媒,"1,743.69",2014/8/21,中证国防,"1,166.68",2014/8/21,国企改革,"1,093.04",,,,,,
2014/8/22,中证环保,"1,352.70",2014/8/22,国证地产,"4,061.88",2014/8/22,国证医药,"6,190.59",2014/8/22,国证有色,"3,819.12",2014/8/22,国证食品,"6,103.89",2014/8/22,中证银行,"3,740.53",2014/8/22,证券公司,570.0111,2014/8/22,国证新能,"1,543.04",,,,2014/8/22,移动互联,"1,802.61",2014/8/22,中证传媒,"1,749.12",2014/8/22,中证国防,"1,170.48",2014/8/22,国企改革,"1,100.86",,,,,,
2014/8/25,中证环保,"1,341.76",2014/8/25,国证地产,"4,020.48",2014/8/25,国证医药,"6,135.77",2014/8/25,国证有色,"3,792.37",2014/8/25,国证食品,"6,051.57",2014/8/25,中证银行,"3,704.11",2014/8/25,证券公司,560.3516,2014/8/25,国证新能,"1,535.47",,,,2014/8/25,移动互联,"1,782.86",2014/8/25,中证传媒,"1,731.96",2014/8/25,中证国防,"1,149.76",2014/8/25,国企改革,"1,097.76",,,,,,
2014/8/26,中证环保,"1,315.66",2014/8/26,国证地产,"3,988.18",2014/8/26,国证医药,"6,040.13",2014/8/26,国证有色,"3,716.95",2014/8/26,国证食品,"5,990.42",2014/8/26,中证银行,"3,712.94",2014/8/26,证券公司,552.592,2014/8/26,国证新能,"1,511.82",,,,2014/8/26,移动互联,"1,753.22",2014/8/26,中证传媒,"1,700.92",2014/8/26,中证国防,"1,131.44",2014/8/26,国企改革,"1,082.49",,,,,,
2014/8/27,中证环保,"1,320.95",2014/8/27,国证地产,"3,975.35",2014/8/27,国证医药,"6,033.95",2014/8/27,国证有色,"3,715.91",2014/8/27,国证食品,"5,981.32",2014/8/27,中证银行,"3,708.16",2014/8/27,证券公司,553.3355,2014/8/27,国证新能,"1,518.81",,,,2014/8/27,移动互联,"1,766.63",2014/8/27,中证传媒,"1,705.59",2014/8/27,中证国防,"1,166.51",2014/8/27,国企改革,"1,085.33",,,,,,
2014/8/28,中证环保,"1,316.57",2014/8/28,国证地产,"3,942.45",2014/8/28,国证医药,"5,997.15",2014/8/28,国证有色,"3,685.47",2014/8/28,国证食品,"5,967.64",2014/8/28,中证银行,"3,662.03",2014/8/28,证券公司,553.0602,2014/8/28,国证新能,"1,508.53",,,,2014/8/28,移动互联,"1,753.54",2014/8/28,中证传媒,"1,692.04",2014/8/28,中证国防,"1,138.79",2014/8/28,国企改革,"1,078.38",,,,,,
2014/8/29,中证环保,"1,332.80",2014/8/29,国证地产,"3,972.33",2014/8/29,国证医药,"6,042.56",2014/8/29,国证有色,"3,702.88",2014/8/29,国证食品,"6,060.45",2014/8/29,中证银行,"3,704.03",2014/8/29,证券公司,560.6446,2014/8/29,国证新能,"1,529.80",,,,2014/8/29,移动互联,"1,771.96",2014/8/29,中证传媒,"1,699.13",2014/8/29,中证国防,"1,178.20",2014/8/29,国企改革,"1,087.08",,,,,,
2014/9/1,中证环保,"1,357.47",2014/9/1,国证地产,"4,001.20",2014/9/1,国证医药,"6,113.36",2014/9/1,国证有色,"3,750.29",2014/9/1,国证食品,"6,111.48",2014/9/1,中证银行,"3,705.44",2014/9/1,证券公司,563.3329,2014/9/1,国证新能,"1,549.43",,,,2014/9/1,移动互联,"1,804.82",2014/9/1,中证传媒,"1,732.29",2014/9/1,中证国防,"1,219.53",2014/9/1,国企改革,"1,102.39",,,,,,
2014/9/2,中证环保,"1,374.29",2014/9/2,国证地产,"4,050.44",2014/9/2,国证医药,"6,165.07",2014/9/2,国证有色,"3,810.85",2014/9/2,国证食品,"6,205.28",2014/9/2,中证银行,"3,761.87",2014/9/2,证券公司,577.4809,2014/9/2,国证新能,"1,572.46",,,,2014/9/2,移动互联,"1,831.83",2014/9/2,中证传媒,"1,746.91",2014/9/2,中证国防,"1,277.32",2014/9/2,国企改革,"1,118.39",,,,,,
2014/9/3,中证环保,"1,387.44",2014/9/3,国证地产,"4,103.95",2014/9/3,国证医药,"6,205.69",2014/9/3,国证有色,"3,831.85",2014/9/3,国证食品,"6,262.20",2014/9/3,中证银行,"3,793.55",2014/9/3,证券公司,577.0937,2014/9/3,国证新能,"1,594.51",,,,2014/9/3,移动互联,"1,849.77",2014/9/3,中证传媒,"1,781.34",2014/9/3,中证国防,"1,284.53",2014/9/3,国企改革,"1,128.95",,,,,,
