"代码","简称","时间","收盘价(元)","前收盘价(元)"
"510500.SH","500ETF","2015-02-10","1.5311","1.5125"
"510500.SH","500ETF","2015-02-11","1.5477","1.5311"
"510500.SH","500ETF","2015-02-12","1.5604","1.5477"
"510500.SH","500ETF","2015-02-13","1.5849","1.5604"
"510500.SH","500ETF","2015-02-16","1.6162","1.5849"
"510500.SH","500ETF","2015-02-17","1.6241","1.6162"
"510500.SH","500ETF","2015-02-25","1.6202","1.6241"
"510500.SH","500ETF","2015-02-26","1.6397","1.6202"
"510500.SH","500ETF","2015-02-27","1.6564","1.6397"
"510500.SH","500ETF","2015-03-02","1.6916","1.6564"
"510500.SH","500ETF","2015-03-03","1.6799","1.6916"
"510500.SH","500ETF","2015-03-04","1.7122","1.6799"
"510500.SH","500ETF","2015-03-05","1.7083","1.7122"
"510500.SH","500ETF","2015-03-06","1.6838","1.7083"
"510500.SH","500ETF","2015-03-09","1.7122","1.6838"
"510500.SH","500ETF","2015-03-10","1.7220","1.7122"
"510500.SH","500ETF","2015-03-11","1.7210","1.7220"
"510500.SH","500ETF","2015-03-12","1.7190","1.7210"
"510500.SH","500ETF","2015-03-13","1.7406","1.7190"
"510500.SH","500ETF","2015-03-16","1.7964","1.7406"
"510500.SH","500ETF","2015-03-17","1.8208","1.7964"
"510500.SH","500ETF","2015-03-18","1.8492","1.8208"
"510500.SH","500ETF","2015-03-19","1.8678","1.8492"
"510500.SH","500ETF","2015-03-20","1.8845","1.8678"
"510500.SH","500ETF","2015-03-23","1.9569","1.8845"
"510500.SH","500ETF","2015-03-24","1.9393","1.9569"
"510500.SH","500ETF","2015-03-25","1.9569","1.9393"
"510500.SH","500ETF","2015-03-26","1.9413","1.9569"
"510500.SH","500ETF","2015-03-27","1.9726","1.9413"
"510500.SH","500ETF","2015-03-30","2.0068","1.9726"
"510500.SH","500ETF","2015-03-31","1.9990","2.0068"
"510500.SH","500ETF","2015-04-01","2.0509","1.9990"
"510500.SH","500ETF","2015-04-02","2.0871","2.0509"
"510500.SH","500ETF","2015-04-03","2.1184","2.0871"
"510500.SH","500ETF","2015-04-07","2.1723","2.1184"
"510500.SH","500ETF","2015-04-08","2.1410","2.1723"
"510500.SH","500ETF","2015-04-09","2.1302","2.1410"
"510500.SH","500ETF","2015-04-10","2.1958","2.1302"
"510500.SH","500ETF","2015-04-13","2.1958","2.1958"
"510500.SH","500ETF","2015-04-14","2.1958","2.1958"
"510500.SH","500ETF","2015-04-15","2.1456","2.1958"
"510500.SH","500ETF","2015-04-16","2.1645","2.1456"
"510500.SH","500ETF","2015-04-17","2.1793","2.1645"
"510500.SH","500ETF","2015-04-20","2.1464","2.1793"
"510500.SH","500ETF","2015-04-21","2.2229","2.1464"
"510500.SH","500ETF","2015-04-22","2.2916","2.2229"
"510500.SH","500ETF","2015-04-23","2.3061","2.2916"
"510500.SH","500ETF","2015-04-24","2.3141","2.3061"
"510500.SH","500ETF","2015-04-27","2.3393","2.3141"
"510500.SH","500ETF","2015-04-28","2.2693","2.3393"
"510500.SH","500ETF","2015-04-29","2.3187","2.2693"
"510500.SH","500ETF","2015-04-30","2.3335","2.3187"
"510500.SH","500ETF","2015-05-04","2.3495","2.3335"
"510500.SH","500ETF","2015-05-05","2.2614","2.3495"
"510500.SH","500ETF","2015-05-06","2.2227","2.2614"
"510500.SH","500ETF","2015-05-07","2.1760","2.2227"
"510500.SH","500ETF","2015-05-08","2.2723","2.1760"
"510500.SH","500ETF","2015-05-11","2.3915","2.2723"
"510500.SH","500ETF","2015-05-12","2.4194","2.3915"
"510500.SH","500ETF","2015-05-13","2.4417","2.4194"
"510500.SH","500ETF","2015-05-14","2.4321","2.4417"
"510500.SH","500ETF","2015-05-15","2.4183","2.4321"
"510500.SH","500ETF","2015-05-18","2.4642","2.4183"
"510500.SH","500ETF","2015-05-19","2.5268","2.4642"
"510500.SH","500ETF","2015-05-20","2.5696","2.5268"
"510500.SH","500ETF","2015-05-21","2.6862","2.5696"
"510500.SH","500ETF","2015-05-22","2.7227","2.6862"
"510500.SH","500ETF","2015-05-25","2.7721","2.7227"
"510500.SH","500ETF","2015-05-26","2.8824","2.7721"
"510500.SH","500ETF","2015-05-27","2.9143","2.8824"
"510500.SH","500ETF","2015-05-28","2.7260","2.9143"
"510500.SH","500ETF","2015-05-29","2.7817","2.7260"
"510500.SH","500ETF","2015-06-01","2.9579","2.7817"
"510500.SH","500ETF","2015-06-02","3.0364","2.9579"
"510500.SH","500ETF","2015-06-03","3.0158","3.0364"
"510500.SH","500ETF","2015-06-04","3.0216","3.0158"
"510500.SH","500ETF","2015-06-05","3.0924","3.0216"
"510500.SH","500ETF","2015-06-08","3.0303","3.0924"
"510500.SH","500ETF","2015-06-09","3.0476","3.0303"
"510500.SH","500ETF","2015-06-10","3.0984","3.0476"
"510500.SH","500ETF","2015-06-11","3.1560","3.0984"
"510500.SH","500ETF","2015-06-12","3.2109","3.1560"
"510500.SH","500ETF","2015-06-15","3.1379","3.2109"
"510500.SH","500ETF","2015-06-16","3.0147","3.1379"
"510500.SH","500ETF","2015-06-17","3.0819","3.0147"
"510500.SH","500ETF","2015-06-18","2.9760","3.0819"
"510500.SH","500ETF","2015-06-19","2.7831","2.9760"
"510500.SH","500ETF","2015-06-23","2.7825","2.7831"
"510500.SH","500ETF","2015-06-24","2.8262","2.7825"
"510500.SH","500ETF","2015-06-25","2.7381","2.8262"
"510500.SH","500ETF","2015-06-26","2.4642","2.7381"
"510500.SH","500ETF","2015-06-29","2.3201","2.4642"
"510500.SH","500ETF","2015-06-30","2.4960","2.3201"
"510500.SH","500ETF","2015-07-01","2.2949","2.4960"
"510500.SH","500ETF","2015-07-02","2.1955","2.2949"
"510500.SH","500ETF","2015-07-03","2.0333","2.1955"
"510500.SH","500ETF","2015-07-06","2.0333","2.0333"
"510500.SH","500ETF","2015-07-07","1.8747","2.0333"
"510500.SH","500ETF","2015-07-08","1.6872","1.8747"
"510500.SH","500ETF","2015-07-09","1.8560","1.6872"
"510500.SH","500ETF","2015-07-10","2.0415","1.8560"
"510500.SH","500ETF","2015-07-13","2.2457","2.0415"
"510500.SH","500ETF","2015-07-14","2.1642","2.2457"
"510500.SH","500ETF","2015-07-15","1.9765","2.1642"
"510500.SH","500ETF","2015-07-16","2.0830","1.9765"
"510500.SH","500ETF","2015-07-17","2.2166","2.0830"
"510500.SH","500ETF","2015-07-20","2.2268","2.2166"
"510500.SH","500ETF","2015-07-21","2.2630","2.2268"
"510500.SH","500ETF","2015-07-22","2.2935","2.2630"
"510500.SH","500ETF","2015-07-23","2.3742","2.2935"
"510500.SH","500ETF","2015-07-24","2.3248","2.3742"
"510500.SH","500ETF","2015-07-27","2.1211","2.3248"
"510500.SH","500ETF","2015-07-28","2.1134","2.1211"
"510500.SH","500ETF","2015-07-29","2.2361","2.1134"
"510500.SH","500ETF","2015-07-30","2.1554","2.2361"
"510500.SH","500ETF","2015-07-31","2.1318","2.1554"
"510500.SH","500ETF","2015-08-03","2.0602","2.1318"
"510500.SH","500ETF","2015-08-04","2.2114","2.0602"
"510500.SH","500ETF","2015-08-05","2.1656","2.2114"
"510500.SH","500ETF","2015-08-06","2.1521","2.1656"
"510500.SH","500ETF","2015-08-07","2.2238","2.1521"
"510500.SH","500ETF","2015-08-10","2.3481","2.2238"
"510500.SH","500ETF","2015-08-11","2.3399","2.3481"
"510500.SH","500ETF","2015-08-12","2.3014","2.3399"
"510500.SH","500ETF","2015-08-13","2.3580","2.3014"
"510500.SH","500ETF","2015-08-14","2.3805","2.3580"
"510500.SH","500ETF","2015-08-17","2.4480","2.3805"
"510500.SH","500ETF","2015-08-18","2.2391","2.4480"
"510500.SH","500ETF","2015-08-19","2.3146","2.2391"
"510500.SH","500ETF","2015-08-20","2.2240","2.3146"
"510500.SH","500ETF","2015-08-21","2.1126","2.2240"
"510500.SH","500ETF","2015-08-24","1.9013","2.1126"
"510500.SH","500ETF","2015-08-25","1.7111","1.9013"
"510500.SH","500ETF","2015-08-26","1.7114","1.7111"
"510500.SH","500ETF","2015-08-27","1.7838","1.7114"
"510500.SH","500ETF","2015-08-28","1.8912","1.7838"
"510500.SH","500ETF","2015-08-31","1.8171","1.8912"
"510500.SH","500ETF","2015-09-01","1.6922","1.8171"
"510500.SH","500ETF","2015-09-02","1.6496","1.6922"
"510500.SH","500ETF","2015-09-07","1.6900","1.6496"
"510500.SH","500ETF","2015-09-08","1.7825","1.6900"
"510500.SH","500ETF","2015-09-09","1.8338","1.7825"
"510500.SH","500ETF","2015-09-10","1.7863","1.8338"
"510500.SH","500ETF","2015-09-11","1.8000","1.7863"
"510500.SH","500ETF","2015-09-14","1.6461","1.8000"
"510500.SH","500ETF","2015-09-15","1.5646","1.6461"
"510500.SH","500ETF","2015-09-16","1.6990","1.5646"
"510500.SH","500ETF","2015-09-17","1.6587","1.6990"
"510500.SH","500ETF","2015-09-18","1.6809","1.6587"
"510500.SH","500ETF","2015-09-21","1.7545","1.6809"
"510500.SH","500ETF","2015-09-22","1.7471","1.7545"
"510500.SH","500ETF","2015-09-23","1.7213","1.7471"
"510500.SH","500ETF","2015-09-24","1.7452","1.7213"
"510500.SH","500ETF","2015-09-25","1.6796","1.7452"
"510500.SH","500ETF","2015-09-28","1.7265","1.6796"
"510500.SH","500ETF","2015-09-29","1.7084","1.7265"
"510500.SH","500ETF","2015-09-30","1.7100","1.7084"
"510500.SH","500ETF","2015-10-08","1.7808","1.7100"
"510500.SH","500ETF","2015-10-09","1.8017","1.7808"
"510500.SH","500ETF","2015-10-12","1.8794","1.8017"
"510500.SH","500ETF","2015-10-13","1.8964","1.8794"
"510500.SH","500ETF","2015-10-14","1.8804","1.8964"
"510500.SH","500ETF","2015-10-15","1.9504","1.8804"
"510500.SH","500ETF","2015-10-16","1.9702","1.9504"
"510500.SH","500ETF","2015-10-19","1.9814","1.9702"
"510500.SH","500ETF","2015-10-20","2.0009","1.9814"
"510500.SH","500ETF","2015-10-21","1.8848","2.0009"
"510500.SH","500ETF","2015-10-22","1.9513","1.8848"
"510500.SH","500ETF","2015-10-23","2.0034","1.9513"
"510500.SH","500ETF","2015-10-26","2.0023","2.0034"
"510500.SH","500ETF","2015-10-27","2.0201","2.0023"
"510500.SH","500ETF","2015-10-28","1.9639","2.0201"
"510500.SH","500ETF","2015-10-29","1.9858","1.9639"
"510500.SH","500ETF","2015-10-30","1.9842","1.9858"
"510500.SH","500ETF","2015-11-02","1.9441","1.9842"
"510500.SH","500ETF","2015-11-03","1.9348","1.9441"
"510500.SH","500ETF","2015-11-04","2.0616","1.9348"
"510500.SH","500ETF","2015-11-05","2.0555","2.0616"
"510500.SH","500ETF","2015-11-06","2.1058","2.0555"
"510500.SH","500ETF","2015-11-09","2.1305","2.1058"
"510500.SH","500ETF","2015-11-10","2.1318","2.1305"
"510500.SH","500ETF","2015-11-11","2.1741","2.1318"
"510500.SH","500ETF","2015-11-12","2.1807","2.1741"
"510500.SH","500ETF","2015-11-13","2.1360","2.1807"
"510500.SH","500ETF","2015-11-16","2.1897","2.1360"
"510500.SH","500ETF","2015-11-17","2.1541","2.1897"
"510500.SH","500ETF","2015-11-18","2.1211","2.1541"
"510500.SH","500ETF","2015-11-19","2.1897","2.1211"
"510500.SH","500ETF","2015-11-20","2.2087","2.1897"
"510500.SH","500ETF","2015-11-23","2.1845","2.2087"
"510500.SH","500ETF","2015-11-24","2.2106","2.1845"
"510500.SH","500ETF","2015-11-25","2.2413","2.2106"
"510500.SH","500ETF","2015-11-26","2.2208","2.2413"
"510500.SH","500ETF","2015-11-27","2.0879","2.2208"
"510500.SH","500ETF","2015-11-30","2.0860","2.0879"
"510500.SH","500ETF","2015-12-01","2.0997","2.0860"
"510500.SH","500ETF","2015-12-02","2.1005","2.0997"
"510500.SH","500ETF","2015-12-03","2.1365","2.1005"
"510500.SH","500ETF","2015-12-04","2.1091","2.1365"
"510500.SH","500ETF","2015-12-07","2.1445","2.1091"
"510500.SH","500ETF","2015-12-08","2.0929","2.1445"
"510500.SH","500ETF","2015-12-09","2.0764","2.0929"
"510500.SH","500ETF","2015-12-10","2.0690","2.0764"
"510500.SH","500ETF","2015-12-11","2.0553","2.0690"
"510500.SH","500ETF","2015-12-14","2.1008","2.0553"
"510500.SH","500ETF","2015-12-15","2.1071","2.1008"
"510500.SH","500ETF","2015-12-16","2.1242","2.1071"
"510500.SH","500ETF","2015-12-17","2.1856","2.1242"
"510500.SH","500ETF","2015-12-18","2.1714","2.1856"
"510500.SH","500ETF","2015-12-21","2.2018","2.1714"
"510500.SH","500ETF","2015-12-22","2.2213","2.2018"
"510500.SH","500ETF","2015-12-23","2.1922","2.2213"
"510500.SH","500ETF","2015-12-24","2.1928","2.1922"
"510500.SH","500ETF","2015-12-25","2.2024","2.1928"
"510500.SH","500ETF","2015-12-28","2.1494","2.2024"
"510500.SH","500ETF","2015-12-29","2.1722","2.1494"
"510500.SH","500ETF","2015-12-30","2.1889","2.1722"
"510500.SH","500ETF","2015-12-31","2.1510","2.1889"
"510500.SH","500ETF","2016-01-04","1.9738","2.1510"
"510500.SH","500ETF","2016-01-05","1.9545","1.9738"
"510500.SH","500ETF","2016-01-06","1.9957","1.9545"
"510500.SH","500ETF","2016-01-07","1.8173","1.9957"
"510500.SH","500ETF","2016-01-08","1.8533","1.8173"
"510500.SH","500ETF","2016-01-11","1.7342","1.8533"
"510500.SH","500ETF","2016-01-12","1.7314","1.7342"
"510500.SH","500ETF","2016-01-13","1.6776","1.7314"
"510500.SH","500ETF","2016-01-14","1.7339","1.6776"
"510500.SH","500ETF","2016-01-15","1.6672","1.7339"
"510500.SH","500ETF","2016-01-18","1.6911","1.6672"
"510500.SH","500ETF","2016-01-19","1.7452","1.6911"
"510500.SH","500ETF","2016-01-20","1.7309","1.7452"
"510500.SH","500ETF","2016-01-21","1.6713","1.7309"
"510500.SH","500ETF","2016-01-22","1.6933","1.6713"
"510500.SH","500ETF","2016-01-25","1.7059","1.6933"
"510500.SH","500ETF","2016-01-26","1.6008","1.7059"
"510500.SH","500ETF","2016-01-27","1.5616","1.6008"
"510500.SH","500ETF","2016-01-28","1.4962","1.5616"
"510500.SH","500ETF","2016-01-29","1.5487","1.4962"
"510500.SH","500ETF","2016-02-01","1.5314","1.5487"
"510500.SH","500ETF","2016-02-02","1.5854","1.5314"
"510500.SH","500ETF","2016-02-03","1.5937","1.5854"
"510500.SH","500ETF","2016-02-04","1.6203","1.5937"
"510500.SH","500ETF","2016-02-05","1.6090","1.6203"
"510500.SH","500ETF","2016-02-15","1.6115","1.6090"
"510500.SH","500ETF","2016-02-16","1.6779","1.6115"
"510500.SH","500ETF","2016-02-17","1.6944","1.6779"
"510500.SH","500ETF","2016-02-18","1.6861","1.6944"
"510500.SH","500ETF","2016-02-19","1.6927","1.6861"
"510500.SH","500ETF","2016-02-22","1.7301","1.6927"
"510500.SH","500ETF","2016-02-23","1.7215","1.7301"
"510500.SH","500ETF","2016-02-24","1.7298","1.7215"
"510500.SH","500ETF","2016-02-25","1.5887","1.7298"
"510500.SH","500ETF","2016-02-26","1.6030","1.5887"
"510500.SH","500ETF","2016-02-29","1.5039","1.6030"
"510500.SH","500ETF","2016-03-01","1.5484","1.5039"
"510500.SH","500ETF","2016-03-02","1.6329","1.5484"
"510500.SH","500ETF","2016-03-03","1.6315","1.6329"
"510500.SH","500ETF","2016-03-04","1.5832","1.6315"
"510500.SH","500ETF","2016-03-07","1.6280","1.5832"
"510500.SH","500ETF","2016-03-08","1.6378","1.6280"
"510500.SH","500ETF","2016-03-09","1.5923","1.6378"
"510500.SH","500ETF","2016-03-10","1.5637","1.5923"
"510500.SH","500ETF","2016-03-11","1.5635","1.5637"
"510500.SH","500ETF","2016-03-14","1.6230","1.5635"
"510500.SH","500ETF","2016-03-15","1.6011","1.6230"
"510500.SH","500ETF","2016-03-16","1.5835","1.6011"
"510500.SH","500ETF","2016-03-17","1.6354","1.5835"
"510500.SH","500ETF","2016-03-18","1.7004","1.6354"
"510500.SH","500ETF","2016-03-21","1.7353","1.7004"
"510500.SH","500ETF","2016-03-22","1.7270","1.7353"
"510500.SH","500ETF","2016-03-23","1.7435","1.7270"
"510500.SH","500ETF","2016-03-24","1.7087","1.7435"
"510500.SH","500ETF","2016-03-25","1.7303","1.7087"
"510500.SH","500ETF","2016-03-28","1.7158","1.7303"
"510500.SH","500ETF","2016-03-29","1.6861","1.7158"
"510500.SH","500ETF","2016-03-30","1.7671","1.6861"
"510500.SH","500ETF","2016-03-31","1.7531","1.7671"
"510500.SH","500ETF","2016-04-01","1.7473","1.7531"
"510500.SH","500ETF","2016-04-05","1.7877","1.7473"
"510500.SH","500ETF","2016-04-06","1.7987","1.7877"
"510500.SH","500ETF","2016-04-07","1.7767","1.7987"
"510500.SH","500ETF","2016-04-08","1.7605","1.7767"
"510500.SH","500ETF","2016-04-11","1.7921","1.7605"
"510500.SH","500ETF","2016-04-12","1.7836","1.7921"
"510500.SH","500ETF","2016-04-13","1.8118","1.7836"
"510500.SH","500ETF","2016-04-14","1.8239","1.8118"
"510500.SH","500ETF","2016-04-15","1.8214","1.8239"
"510500.SH","500ETF","2016-04-18","1.7902","1.8214"
"510500.SH","500ETF","2016-04-19","1.7935","1.7902"
"510500.SH","500ETF","2016-04-20","1.7144","1.7935"
"510500.SH","500ETF","2016-04-21","1.7007","1.7144"
"510500.SH","500ETF","2016-04-22","1.7108","1.7007"
"510500.SH","500ETF","2016-04-25","1.7023","1.7108"
"510500.SH","500ETF","2016-04-26","1.7246","1.7023"
"510500.SH","500ETF","2016-04-27","1.7158","1.7246"
"510500.SH","500ETF","2016-04-28","1.7018","1.7158"
"510500.SH","500ETF","2016-04-29","1.7043","1.7018"
"510500.SH","500ETF","2016-05-03","1.7589","1.7043"
"510500.SH","500ETF","2016-05-04","1.7589","1.7589"
"510500.SH","500ETF","2016-05-05","1.7712","1.7589"
"510500.SH","500ETF","2016-05-06","1.7015","1.7712"
"510500.SH","500ETF","2016-05-09","1.6395","1.7015"
"510500.SH","500ETF","2016-05-10","1.6343","1.6395"
"510500.SH","500ETF","2016-05-11","1.6313","1.6343"
"510500.SH","500ETF","2016-05-12","1.6318","1.6313"
"510500.SH","500ETF","2016-05-13","1.6263","1.6318"
"510500.SH","500ETF","2016-05-16","1.6557","1.6263"
"510500.SH","500ETF","2016-05-17","1.6532","1.6557"
"510500.SH","500ETF","2016-05-18","1.6077","1.6532"
"510500.SH","500ETF","2016-05-19","1.6156","1.6077"
"510500.SH","500ETF","2016-05-20","1.6373","1.6156"
"510500.SH","500ETF","2016-05-23","1.6551","1.6373"
"510500.SH","500ETF","2016-05-24","1.6398","1.6551"
"510500.SH","500ETF","2016-05-25","1.6299","1.6398"
"510500.SH","500ETF","2016-05-26","1.6378","1.6299"
"510500.SH","500ETF","2016-05-27","1.6392","1.6378"
"510500.SH","500ETF","2016-05-30","1.6318","1.6392"
"510500.SH","500ETF","2016-05-31","1.7037","1.6318"
"510500.SH","500ETF","2016-06-01","1.7043","1.7037"
"510500.SH","500ETF","2016-06-02","1.7183","1.7043"
"510500.SH","500ETF","2016-06-03","1.7287","1.7183"
"510500.SH","500ETF","2016-06-06","1.7328","1.7287"
"510500.SH","500ETF","2016-06-07","1.7312","1.7328"
"510500.SH","500ETF","2016-06-08","1.7262","1.7312"
"510500.SH","500ETF","2016-06-13","1.6431","1.7262"
"510500.SH","500ETF","2016-06-14","1.6505","1.6431"
"510500.SH","500ETF","2016-06-15","1.7034","1.6505"
"510500.SH","500ETF","2016-06-16","1.6969","1.7034"
