"代码","简称","时间","收盘价(元)","最高价(元)","最低价(元)","前收盘价(元)","成交量","成交金额(元)"
"399396.SZ","国证食品","2013-02-05","6,394.5150","6,394.5150","6,121.3790","6,148.2690","465,637,488.0000","10,130,030,000.0000"
"399396.SZ","国证食品","2013-02-06","6,371.6100","6,405.0760","6,348.3600","6,394.5150","349,896,466.0000","7,056,430,000.0000"
"399396.SZ","国证食品","2013-02-07","6,419.2910","6,463.3420","6,336.5720","6,371.6100","324,521,962.0000","6,718,130,000.0000"
"399396.SZ","国证食品","2013-02-08","6,465.5710","6,487.2040","6,405.5740","6,419.2910","317,718,100.0000","6,289,060,000.0000"
"399396.SZ","国证食品","2013-02-18","6,339.9570","6,497.1270","6,323.8090","6,465.5710","385,531,805.0000","7,579,760,000.0000"
"399396.SZ","国证食品","2013-02-19","6,313.2040","6,365.9270","6,302.1830","6,339.9570","454,675,861.0000","7,619,720,000.0000"
"399396.SZ","国证食品","2013-02-20","6,411.3570","6,416.3040","6,248.6850","6,313.2040","408,443,608.0000","7,107,590,000.0000"
"399396.SZ","国证食品","2013-02-21","6,434.9780","6,520.6200","6,304.1630","6,411.3570","588,428,288.0000","11,142,930,000.0000"
"399396.SZ","国证食品","2013-02-22","6,565.8510","6,605.5250","6,431.1690","6,434.9780","619,837,167.0000","13,422,630,000.0000"
"399396.SZ","国证食品","2013-02-25","6,493.1750","6,579.7760","6,474.7720","6,565.8510","411,198,616.0000","8,195,110,000.0000"
"399396.SZ","国证食品","2013-02-26","6,343.8810","6,541.4350","6,325.4870","6,493.1750","423,457,665.0000","8,688,970,000.0000"
"399396.SZ","国证食品","2013-02-27","6,305.2260","6,361.4500","6,256.1730","6,343.8810","306,518,708.0000","5,654,570,000.0000"
"399396.SZ","国证食品","2013-02-28","6,346.6420","6,349.9580","6,228.8110","6,305.2260","350,254,956.0000","7,575,510,000.0000"
"399396.SZ","国证食品","2013-03-01","6,355.5290","6,384.7680","6,275.3040","6,346.6420","326,933,563.0000","6,466,540,000.0000"
"399396.SZ","国证食品","2013-03-04","6,327.7190","6,474.8720","6,297.8380","6,355.5290","447,587,012.0000","8,341,020,000.0000"
"399396.SZ","国证食品","2013-03-05","6,472.9820","6,479.6820","6,350.0710","6,327.7190","433,955,618.0000","7,795,270,000.0000"
"399396.SZ","国证食品","2013-03-06","6,609.9080","6,609.9080","6,465.1360","6,472.9820","538,963,610.0000","9,966,970,000.0000"
"399396.SZ","国证食品","2013-03-07","6,654.6770","6,793.1510","6,583.1240","6,609.9080","701,685,058.0000","14,008,300,000.0000"
"399396.SZ","国证食品","2013-03-08","6,561.5480","6,673.5150","6,551.5910","6,654.6770","378,535,255.0000","7,225,820,000.0000"
"399396.SZ","国证食品","2013-03-11","6,516.5490","6,558.7410","6,451.3340","6,561.5480","271,804,213.0000","5,531,310,000.0000"
"399396.SZ","国证食品","2013-03-12","6,419.3970","6,571.2200","6,335.9010","6,516.5490","358,562,461.0000","6,219,980,000.0000"
"399396.SZ","国证食品","2013-03-13","6,408.4780","6,452.8400","6,340.3990","6,419.3970","288,405,683.0000","5,112,110,000.0000"
"399396.SZ","国证食品","2013-03-14","6,346.2840","6,434.3280","6,329.2930","6,408.4780","265,798,324.0000","5,332,410,000.0000"
"399396.SZ","国证食品","2013-03-15","6,308.2910","6,408.4750","6,254.2640","6,346.2840","344,453,202.0000","6,861,040,000.0000"
"399396.SZ","国证食品","2013-03-18","6,197.7250","6,330.7610","6,187.6190","6,308.2910","369,364,001.0000","8,043,600,000.0000"
"399396.SZ","国证食品","2013-03-19","6,146.1680","6,232.1230","6,082.6440","6,197.7250","322,888,665.0000","6,922,520,000.0000"
"399396.SZ","国证食品","2013-03-20","6,302.9310","6,312.6530","6,128.1610","6,146.1680","350,206,906.0000","7,447,050,000.0000"
"399396.SZ","国证食品","2013-03-21","6,314.2720","6,347.7050","6,255.2860","6,302.9310","353,872,698.0000","7,381,860,000.0000"
"399396.SZ","国证食品","2013-03-22","6,323.5540","6,356.4480","6,292.4040","6,314.2720","311,028,689.0000","5,802,900,000.0000"
"399396.SZ","国证食品","2013-03-25","6,331.7480","6,361.8230","6,276.8130","6,323.5540","318,359,497.0000","5,608,860,000.0000"
"399396.SZ","国证食品","2013-03-26","6,381.6910","6,388.4650","6,280.1970","6,331.7480","341,433,466.0000","6,376,430,000.0000"
"399396.SZ","国证食品","2013-03-27","6,255.8360","6,378.1890","6,228.2730","6,381.6910","443,353,310.0000","8,822,520,000.0000"
"399396.SZ","国证食品","2013-03-28","6,175.7500","6,197.7430","6,126.6510","6,255.8360","449,617,073.0000","8,441,790,000.0000"
"399396.SZ","国证食品","2013-03-29","6,130.7930","6,201.2850","6,061.5990","6,175.7500","299,780,928.0000","5,927,990,000.0000"
"399396.SZ","国证食品","2013-04-01","6,045.1600","6,100.4960","6,032.7610","6,130.7930","283,803,217.0000","5,458,340,000.0000"
"399396.SZ","国证食品","2013-04-02","5,964.4770","6,073.0550","5,936.1130","6,045.1600","323,762,610.0000","5,923,040,000.0000"
"399396.SZ","国证食品","2013-04-03","5,923.9320","5,973.5530","5,881.8780","5,964.4770","275,330,903.0000","5,032,770,000.0000"
"399396.SZ","国证食品","2013-04-08","5,980.7470","5,990.3450","5,788.3510","5,923.9320","255,326,757.0000","4,977,900,000.0000"
"399396.SZ","国证食品","2013-04-09","5,970.9820","6,025.7270","5,950.8580","5,980.7470","231,165,561.0000","4,339,380,000.0000"
"399396.SZ","国证食品","2013-04-10","6,110.0600","6,182.1200","5,974.5510","5,970.9820","432,005,152.0000","9,376,640,000.0000"
"399396.SZ","国证食品","2013-04-11","6,057.4290","6,110.1230","6,053.8490","6,110.0600","266,226,112.0000","5,418,100,000.0000"
"399396.SZ","国证食品","2013-04-12","6,124.0960","6,187.8110","6,034.8720","6,057.4290","290,975,412.0000","6,478,970,000.0000"
"399396.SZ","国证食品","2013-04-15","6,023.7670","6,116.9260","5,973.9340","6,124.0960","249,776,734.0000","4,900,330,000.0000"
"399396.SZ","国证食品","2013-04-16","5,990.1440","6,003.5910","5,930.1430","6,023.7670","221,443,344.0000","4,538,180,000.0000"
"399396.SZ","国证食品","2013-04-17","6,130.8920","6,131.1960","5,993.1610","5,990.1440","233,703,823.0000","4,927,390,000.0000"
"399396.SZ","国证食品","2013-04-18","6,091.3840","6,161.0280","6,054.9210","6,130.8920","232,520,881.0000","4,685,500,000.0000"
"399396.SZ","国证食品","2013-04-19","6,196.9260","6,215.2160","6,098.6830","6,091.3840","328,734,064.0000","6,168,600,000.0000"
"399396.SZ","国证食品","2013-04-22","6,111.1310","6,177.2880","6,081.4540","6,196.9260","382,565,088.0000","7,449,130,000.0000"
"399396.SZ","国证食品","2013-04-23","6,027.5140","6,134.9700","6,018.9520","6,111.1310","309,060,903.0000","5,939,570,000.0000"
"399396.SZ","国证食品","2013-04-24","6,048.0610","6,069.7940","5,951.7170","6,027.5140","350,862,494.0000","6,594,200,000.0000"
"399396.SZ","国证食品","2013-04-25","5,997.2860","6,079.2800","5,990.2360","6,048.0610","290,581,317.0000","5,352,460,000.0000"
"399396.SZ","国证食品","2013-04-26","5,892.1340","6,029.3780","5,862.9620","5,997.2860","268,315,551.0000","4,847,530,000.0000"
"399396.SZ","国证食品","2013-05-02","5,806.5430","5,840.7470","5,753.2200","5,892.1340","262,820,992.0000","5,323,550,000.0000"
"399396.SZ","国证食品","2013-05-03","5,887.3340","5,932.4140","5,808.9830","5,806.5430","264,192,501.0000","4,983,030,000.0000"
"399396.SZ","国证食品","2013-05-06","6,043.2610","6,043.7520","5,896.0150","5,887.3340","389,874,818.0000","6,159,910,000.0000"
"399396.SZ","国证食品","2013-05-07","6,135.0680","6,136.4010","6,020.5050","6,043.2610","441,409,431.0000","8,464,230,000.0000"
"399396.SZ","国证食品","2013-05-08","6,152.0180","6,178.8910","6,086.6100","6,135.0680","364,615,039.0000","6,436,960,000.0000"
"399396.SZ","国证食品","2013-05-09","6,212.6040","6,243.3890","6,138.7570","6,152.0180","388,900,245.0000","7,833,730,000.0000"
"399396.SZ","国证食品","2013-05-10","6,205.1930","6,258.4950","6,169.6920","6,212.6040","303,137,884.0000","5,638,270,000.0000"
"399396.SZ","国证食品","2013-05-13","6,219.7510","6,250.2150","6,147.1240","6,205.1930","318,679,575.0000","5,627,990,000.0000"
"399396.SZ","国证食品","2013-05-14","6,084.1150","6,198.2650","6,058.3790","6,219.7510","314,074,823.0000","5,508,930,000.0000"
"399396.SZ","国证食品","2013-05-15","6,148.3280","6,154.8850","6,081.8260","6,084.1150","263,285,769.0000","4,389,850,000.0000"
"399396.SZ","国证食品","2013-05-16","6,201.2500","6,236.5510","6,077.1770","6,148.3280","339,130,490.0000","6,270,540,000.0000"
"399396.SZ","国证食品","2013-05-17","6,284.5410","6,290.4790","6,193.7700","6,201.2500","385,295,847.0000","6,574,180,000.0000"
"399396.SZ","国证食品","2013-05-20","6,344.5040","6,353.6400","6,292.0140","6,284.5410","453,542,970.0000","7,901,440,000.0000"
"399396.SZ","国证食品","2013-05-21","6,303.6080","6,342.1980","6,251.4450","6,344.5040","404,917,290.0000","7,179,360,000.0000"
"399396.SZ","国证食品","2013-05-22","6,369.7750","6,385.7300","6,277.0570","6,303.6080","507,997,776.0000","9,396,310,000.0000"
"399396.SZ","国证食品","2013-05-23","6,320.3560","6,435.9660","6,303.3180","6,369.7750","426,732,277.0000","8,610,820,000.0000"
"399396.SZ","国证食品","2013-05-24","6,335.5000","6,391.3420","6,275.2310","6,320.3560","344,826,290.0000","6,968,690,000.0000"
"399396.SZ","国证食品","2013-05-27","6,345.2870","6,345.2870","6,274.3360","6,335.5000","322,072,450.0000","6,154,310,000.0000"
"399396.SZ","国证食品","2013-05-28","6,402.7100","6,409.8070","6,305.1060","6,345.2870","340,329,204.0000","6,454,030,000.0000"
"399396.SZ","国证食品","2013-05-29","6,418.2110","6,458.1830","6,411.1790","6,402.7100","405,049,458.0000","7,170,370,000.0000"
"399396.SZ","国证食品","2013-05-30","6,423.7840","6,447.6200","6,378.8550","6,418.2110","414,422,146.0000","7,589,450,000.0000"
"399396.SZ","国证食品","2013-06-04","6,263.1470","6,346.0100","6,245.5960","6,423.7840","306,642,845.0000","5,585,840,000.0000"
"399396.SZ","国证食品","2013-06-05","6,305.9000","6,308.8420","6,228.8050","6,263.1470","275,520,211.0000","4,922,630,000.0000"
"399396.SZ","国证食品","2013-06-06","6,256.7950","6,346.7380","6,255.9120","6,305.9000","327,205,821.0000","6,197,890,000.0000"
"399396.SZ","国证食品","2013-06-07","6,086.8730","6,220.3180","6,061.9940","6,256.7950","296,882,082.0000","5,186,880,000.0000"
"399396.SZ","国证食品","2013-06-13","5,975.8390","6,020.1950","5,898.7960","6,086.8730","284,621,438.0000","5,100,980,000.0000"
"399396.SZ","国证食品","2013-06-14","6,004.2230","6,009.2910","5,954.0180","5,975.8390","235,688,325.0000","4,108,970,000.0000"
"399396.SZ","国证食品","2013-06-17","5,963.0440","6,018.1680","5,951.3820","6,004.2230","226,468,614.0000","4,150,660,000.0000"
"399396.SZ","国证食品","2013-06-18","6,058.5990","6,061.6420","5,960.5410","5,963.0440","258,956,710.0000","5,409,680,000.0000"
"399396.SZ","国证食品","2013-06-19","6,186.5210","6,198.4280","5,993.8010","6,058.5990","332,457,495.0000","6,379,320,000.0000"
"399396.SZ","国证食品","2013-06-20","6,057.3560","6,194.7480","6,045.9830","6,186.5210","271,878,016.0000","5,253,170,000.0000"
"399396.SZ","国证食品","2013-06-21","6,062.2550","6,111.7850","5,930.8410","6,057.3560","265,789,679.0000","5,680,120,000.0000"
"399396.SZ","国证食品","2013-06-24","5,809.6230","6,062.6580","5,768.1550","6,062.2550","340,943,527.0000","6,425,380,000.0000"
"399396.SZ","国证食品","2013-06-25","5,830.7710","5,836.4540","5,447.5380","5,809.6230","397,992,104.0000","7,366,130,000.0000"
"399396.SZ","国证食品","2013-06-26","5,847.8280","5,877.5470","5,746.0330","5,830.7710","288,946,807.0000","5,473,990,000.0000"
"399396.SZ","国证食品","2013-06-27","5,748.6360","5,910.7450","5,745.1310","5,847.8280","270,979,290.0000","5,263,150,000.0000"
"399396.SZ","国证食品","2013-06-28","5,784.5060","5,869.3000","5,722.7790","5,748.6360","232,096,625.0000","4,511,640,000.0000"
"399396.SZ","国证食品","2013-07-01","5,914.0590","5,916.9530","5,754.0430","5,784.5060","267,400,230.0000","5,101,320,000.0000"
"399396.SZ","国证食品","2013-07-02","6,078.2670","6,120.3670","5,924.3700","5,914.0590","380,749,407.0000","7,295,570,000.0000"
"399396.SZ","国证食品","2013-07-03","6,127.0580","6,148.1950","6,028.4850","6,078.2670","366,300,940.0000","7,103,840,000.0000"
"399396.SZ","国证食品","2013-07-04","6,108.2740","6,166.3060","6,048.3990","6,127.0580","360,938,774.0000","6,380,590,000.0000"
"399396.SZ","国证食品","2013-07-05","6,103.4060","6,156.7600","6,094.7310","6,108.2740","296,291,852.0000","4,880,180,000.0000"
"399396.SZ","国证食品","2013-07-08","5,989.0370","6,099.3020","5,957.7220","6,103.4060","323,146,055.0000","5,319,950,000.0000"
"399396.SZ","国证食品","2013-07-09","5,957.9860","6,001.9650","5,923.9250","5,989.0370","221,544,159.0000","3,848,600,000.0000"
"399396.SZ","国证食品","2013-07-10","6,042.8770","6,043.7450","5,927.5420","5,957.9860","285,076,353.0000","4,855,360,000.0000"
"399396.SZ","国证食品","2013-07-11","6,164.3390","6,221.6350","6,006.1440","6,042.8770","488,752,890.0000","8,520,260,000.0000"
"399396.SZ","国证食品","2013-07-12","6,113.1770","6,224.2620","6,103.5450","6,164.3390","388,604,358.0000","6,985,220,000.0000"
"399396.SZ","国证食品","2013-07-15","6,190.0360","6,205.7580","6,084.5760","6,113.1770","335,992,937.0000","5,981,280,000.0000"
"399396.SZ","国证食品","2013-07-16","6,242.3520","6,250.8460","6,128.9350","6,190.0360","383,677,081.0000","6,762,060,000.0000"
"399396.SZ","国证食品","2013-07-17","6,078.3570","6,222.5780","6,068.2860","6,242.3520","317,321,889.0000","5,672,520,000.0000"
"399396.SZ","国证食品","2013-07-18","6,022.2810","6,094.0470","5,997.4000","6,078.3570","240,197,133.0000","4,058,500,000.0000"
"399396.SZ","国证食品","2013-07-19","5,863.9510","6,043.2550","5,863.4930","6,022.2810","305,460,887.0000","5,970,650,000.0000"
"399396.SZ","国证食品","2013-07-22","5,902.9290","5,934.0500","5,796.5200","5,863.9510","198,177,022.0000","3,557,500,000.0000"
"399396.SZ","国证食品","2013-07-23","6,056.3380","6,063.0320","5,909.5680","5,902.9290","287,373,677.0000","4,805,730,000.0000"
"399396.SZ","国证食品","2013-07-24","6,051.3950","6,111.6380","5,980.6320","6,056.3380","302,604,818.0000","5,497,230,000.0000"
"399396.SZ","国证食品","2013-07-25","6,083.3850","6,144.0320","5,999.9150","6,051.3950","434,314,112.0000","7,428,050,000.0000"
"399396.SZ","国证食品","2013-07-26","6,001.2720","6,054.9030","5,974.1900","6,083.3850","283,701,766.0000","4,441,550,000.0000"
"399396.SZ","国证食品","2013-07-29","5,873.3870","5,961.5130","5,868.4010","6,001.2720","231,670,419.0000","3,795,470,000.0000"
"399396.SZ","国证食品","2013-07-30","5,902.5970","5,943.1550","5,818.2030","5,873.3870","240,911,531.0000","4,313,410,000.0000"
"399396.SZ","国证食品","2013-07-31","5,831.4550","5,940.2210","5,827.5750","5,902.5970","207,268,425.0000","3,529,190,000.0000"
"399396.SZ","国证食品","2013-08-01","5,928.2590","5,929.1900","5,844.4200","5,831.4550","255,348,658.0000","4,463,430,000.0000"
"399396.SZ","国证食品","2013-08-02","5,997.0250","6,024.0660","5,952.1170","5,928.2590","365,775,536.0000","5,642,490,000.0000"
"399396.SZ","国证食品","2013-08-05","6,081.2260","6,083.6990","6,033.2560","5,997.0250","357,469,969.0000","5,576,550,000.0000"
"399396.SZ","国证食品","2013-08-06","6,092.1530","6,109.8780","6,034.2180","6,081.2260","435,057,821.0000","6,497,710,000.0000"
"399396.SZ","国证食品","2013-08-07","6,083.1770","6,135.3670","6,058.1230","6,092.1530","411,001,622.0000","6,450,420,000.0000"
"399396.SZ","国证食品","2013-08-08","6,057.7070","6,095.2810","6,026.9500","6,083.1770","317,509,883.0000","4,325,610,000.0000"
"399396.SZ","国证食品","2013-08-09","6,068.0500","6,123.9440","6,023.4820","6,057.7070","351,221,260.0000","5,420,180,000.0000"
"399396.SZ","国证食品","2013-08-12","6,185.9930","6,186.9290","6,081.8110","6,068.0500","442,051,537.0000","7,059,190,000.0000"
"399396.SZ","国证食品","2013-08-13","6,154.8440","6,192.4600","6,132.0770","6,185.9930","356,768,467.0000","5,611,740,000.0000"
"399396.SZ","国证食品","2013-08-14","6,092.4480","6,199.8570","6,083.6910","6,154.8440","355,666,767.0000","5,486,780,000.0000"
"399396.SZ","国证食品","2013-08-15","6,088.4930","6,145.7330","6,086.3710","6,092.4480","390,128,709.0000","5,640,570,000.0000"
"399396.SZ","国证食品","2013-08-16","6,000.6680","6,189.5910","5,994.2020","6,088.4930","397,939,384.0000","6,312,740,000.0000"
"399396.SZ","国证食品","2013-08-19","6,071.4460","6,080.3970","5,988.5680","6,000.6680","257,200,284.0000","4,317,220,000.0000"
"399396.SZ","国证食品","2013-08-20","6,061.2190","6,135.6720","6,040.2580","6,071.4460","333,171,319.0000","5,462,020,000.0000"
"399396.SZ","国证食品","2013-08-21","6,060.0340","6,082.2440","6,010.0780","6,061.2190","275,724,725.0000","4,041,190,000.0000"
"399396.SZ","国证食品","2013-08-22","6,046.4940","6,096.6530","6,036.0110","6,060.0340","260,700,086.0000","3,764,770,000.0000"
"399396.SZ","国证食品","2013-08-23","5,992.0770","6,077.0930","5,924.5880","6,046.4940","291,659,648.0000","4,611,570,000.0000"
"399396.SZ","国证食品","2013-08-26","6,074.8700","6,075.0930","5,988.3160","5,992.0770","333,764,269.0000","4,643,050,000.0000"
"399396.SZ","国证食品","2013-08-27","6,111.1120","6,111.2690","6,051.0310","6,074.8700","369,327,085.0000","5,426,910,000.0000"
"399396.SZ","国证食品","2013-08-28","6,024.9360","6,078.6090","5,994.5970","6,111.1120","393,004,718.0000","5,488,350,000.0000"
"399396.SZ","国证食品","2013-08-29","6,002.8020","6,040.2330","5,976.8920","6,024.9360","305,069,856.0000","4,454,290,000.0000"
"399396.SZ","国证食品","2013-08-30","5,968.9370","6,014.2020","5,941.8870","6,002.8020","378,080,586.0000","5,165,980,000.0000"
"399396.SZ","国证食品","2013-09-02","5,884.9370","6,002.8330","5,865.7570","5,968.9370","466,182,534.0000","10,741,880,000.0000"
"399396.SZ","国证食品","2013-09-03","5,973.2380","5,980.4290","5,886.4850","5,884.9370","432,894,718.0000","7,896,060,000.0000"
"399396.SZ","国证食品","2013-09-04","5,997.6260","5,997.8220","5,950.2640","5,973.2380","381,533,927.0000","6,548,000,000.0000"
"399396.SZ","国证食品","2013-09-05","6,091.0820","6,103.4860","5,968.1220","5,997.6260","474,038,133.0000","7,669,750,000.0000"
"399396.SZ","国证食品","2013-09-06","6,075.8790","6,105.1230","6,058.2270","6,091.0820","332,882,148.0000","5,396,810,000.0000"
"399396.SZ","国证食品","2013-09-09","6,125.7190","6,130.4250","6,080.0330","6,075.8790","377,034,308.0000","6,704,120,000.0000"
"399396.SZ","国证食品","2013-09-10","6,159.8700","6,186.6030","6,115.3560","6,125.7190","395,970,477.0000","6,472,570,000.0000"
"399396.SZ","国证食品","2013-09-11","6,167.5330","6,178.3430","6,095.7690","6,159.8700","526,129,456.0000","8,237,240,000.0000"
"399396.SZ","国证食品","2013-09-12","6,129.7460","6,184.4910","6,114.3390","6,167.5330","349,508,240.0000","5,769,430,000.0000"
"399396.SZ","国证食品","2013-09-13","6,241.5310","6,289.7600","6,130.7780","6,129.7460","508,670,839.0000","8,541,490,000.0000"
"399396.SZ","国证食品","2013-09-16","6,188.7320","6,289.0730","6,183.6120","6,241.5310","357,118,256.0000","6,317,850,000.0000"
"399396.SZ","国证食品","2013-09-17","6,071.4230","6,186.9930","6,069.0960","6,188.7320","406,254,085.0000","7,180,110,000.0000"
"399396.SZ","国证食品","2013-09-18","6,085.1170","6,122.3430","6,051.8620","6,071.4230","309,934,419.0000","5,448,470,000.0000"
"399396.SZ","国证食品","2013-09-23","6,169.9200","6,173.2540","6,118.3690","6,085.1170","352,881,278.0000","6,177,670,000.0000"
"399396.SZ","国证食品","2013-09-24","6,253.1960","6,254.9820","6,154.8180","6,169.9200","374,495,379.0000","7,370,730,000.0000"
"399396.SZ","国证食品","2013-09-25","6,202.1760","6,254.0690","6,192.6840","6,253.1960","379,920,903.0000","6,636,170,000.0000"
"399396.SZ","国证食品","2013-09-26","6,222.1930","6,286.9490","6,168.3420","6,202.1760","332,474,149.0000","5,904,730,000.0000"
"399396.SZ","国证食品","2013-09-27","6,223.8850","6,285.2500","6,197.2840","6,222.1930","355,550,479.0000","6,283,530,000.0000"
"399396.SZ","国证食品","2013-09-30","6,273.6750","6,279.2190","6,197.6560","6,223.8850","283,520,672.0000","5,332,380,000.0000"
"399396.SZ","国证食品","2013-10-08","6,309.0960","6,359.9250","6,256.9120","6,273.6750","310,362,575.0000","5,671,720,000.0000"
"399396.SZ","国证食品","2013-10-09","6,359.0020","6,359.0020","6,264.5220","6,309.0960","340,086,649.0000","5,578,070,000.0000"
"399396.SZ","国证食品","2013-10-10","6,343.4120","6,427.6180","6,321.1090","6,359.0020","349,048,629.0000","5,641,360,000.0000"
"399396.SZ","国证食品","2013-10-11","6,420.1480","6,430.9020","6,344.8530","6,343.4120","463,837,337.0000","6,990,880,000.0000"
"399396.SZ","国证食品","2013-10-14","6,513.2590","6,545.9280","6,419.5250","6,420.1480","600,392,711.0000","9,804,730,000.0000"
"399396.SZ","国证食品","2013-10-15","6,594.6660","6,616.6330","6,489.7940","6,513.2590","499,291,175.0000","7,988,560,000.0000"
"399396.SZ","国证食品","2013-10-16","6,508.9570","6,615.4450","6,472.5480","6,594.6660","470,065,674.0000","8,371,430,000.0000"
"399396.SZ","国证食品","2013-10-17","6,500.2490","6,556.8350","6,479.2960","6,508.9570","401,957,231.0000","5,796,650,000.0000"
"399396.SZ","国证食品","2013-10-18","6,559.2240","6,560.6040","6,481.2880","6,500.2490","409,467,210.0000","5,207,760,000.0000"
"399396.SZ","国证食品","2013-10-21","6,782.9870","6,789.7590","6,571.2670","6,559.2240","448,199,558.0000","7,407,320,000.0000"
"399396.SZ","国证食品","2013-10-22","6,724.3510","6,807.3130","6,695.8390","6,782.9870","401,914,662.0000","6,412,860,000.0000"
"399396.SZ","国证食品","2013-10-23","6,520.6670","6,732.7380","6,483.2210","6,724.3510","413,190,731.0000","6,733,440,000.0000"
"399396.SZ","国证食品","2013-10-24","6,447.1090","6,539.5360","6,419.8860","6,520.6670","302,572,166.0000","4,950,420,000.0000"
"399396.SZ","国证食品","2013-10-25","6,235.3760","6,485.3400","6,182.8580","6,447.1090","345,049,790.0000","6,527,930,000.0000"
"399396.SZ","国证食品","2013-10-28","6,106.7460","6,174.5410","6,070.9770","6,235.3760","347,230,838.0000","5,864,980,000.0000"
"399396.SZ","国证食品","2013-10-29","6,015.4330","6,142.2030","5,916.3050","6,106.7460","425,798,573.0000","7,051,990,000.0000"
"399396.SZ","国证食品","2013-10-30","6,097.9190","6,099.6330","5,992.9440","6,015.4330","313,522,328.0000","5,086,240,000.0000"
"399396.SZ","国证食品","2013-10-31","5,965.4820","5,997.9740","5,922.8750","6,097.9190","350,031,119.0000","5,596,110,000.0000"
"399396.SZ","国证食品","2013-11-01","5,909.2610","5,938.0120","5,845.1400","5,965.4820","310,749,611.0000","5,621,610,000.0000"
"399396.SZ","国证食品","2013-11-04","5,938.5900","5,988.9690","5,926.5790","5,909.2610","249,256,978.0000","4,648,000,000.0000"
"399396.SZ","国证食品","2013-11-05","5,949.7800","5,959.4660","5,842.6750","5,938.5900","242,876,970.0000","4,243,760,000.0000"
"399396.SZ","国证食品","2013-11-06","5,919.4700","6,003.6570","5,907.6720","5,949.7800","305,382,484.0000","5,322,120,000.0000"
"399396.SZ","国证食品","2013-11-07","5,795.4970","5,899.7640","5,786.8160","5,919.4700","272,871,003.0000","4,896,350,000.0000"
"399396.SZ","国证食品","2013-11-08","5,722.6300","5,821.2910","5,721.6840","5,795.4970","255,991,035.0000","3,959,310,000.0000"
"399396.SZ","国证食品","2013-11-11","5,863.3530","5,882.9310","5,721.4050","5,722.6300","267,709,972.0000","4,932,370,000.0000"
"399396.SZ","国证食品","2013-11-12","6,035.8110","6,070.3090","5,868.1510","5,863.3530","443,084,430.0000","8,258,270,000.0000"
"399396.SZ","国证食品","2013-11-13","5,928.1380","6,023.2610","5,920.4300","6,035.8110","337,493,933.0000","5,873,600,000.0000"
"399396.SZ","国证食品","2013-11-14","6,009.8020","6,012.1800","5,884.3910","5,928.1380","273,918,708.0000","4,856,720,000.0000"
"399396.SZ","国证食品","2013-11-15","6,089.7890","6,164.1970","6,006.3210","6,009.8020","358,606,753.0000","6,417,290,000.0000"
"399396.SZ","国证食品","2013-11-18","6,203.3800","6,203.9390","6,135.7400","6,089.7890","520,656,610.0000","8,613,860,000.0000"
"399396.SZ","国证食品","2013-11-19","6,119.9570","6,206.2220","6,092.1240","6,203.3800","487,494,697.0000","8,066,860,000.0000"
"399396.SZ","国证食品","2013-11-20","6,129.8730","6,149.7050","6,087.0320","6,119.9570","323,306,052.0000","5,087,810,000.0000"
"399396.SZ","国证食品","2013-11-21","6,044.4030","6,114.3270","6,016.2490","6,129.8730","361,306,000.0000","5,635,500,000.0000"
"399396.SZ","国证食品","2013-11-22","6,026.0310","6,066.2620","5,996.4240","6,044.4030","281,545,399.0000","4,368,900,000.0000"
"399396.SZ","国证食品","2013-11-25","6,005.5700","6,070.0960","5,980.5150","6,026.0310","336,243,209.0000","5,248,630,000.0000"
"399396.SZ","国证食品","2013-11-26","5,991.6900","6,035.6950","5,974.8250","6,005.5700","239,892,407.0000","3,757,340,000.0000"
"399396.SZ","国证食品","2013-11-27","6,033.0450","6,040.8520","5,962.9610","5,991.6900","271,959,349.0000","4,161,090,000.0000"
"399396.SZ","国证食品","2013-11-28","6,154.1820","6,183.2070","6,050.3630","6,033.0450","384,864,038.0000","6,067,660,000.0000"
"399396.SZ","国证食品","2013-11-29","6,151.0950","6,158.6050","6,114.7510","6,154.1820","322,508,190.0000","4,628,430,000.0000"
"399396.SZ","国证食品","2013-12-02","5,933.1130","6,104.0500","5,923.3050","6,151.0950","467,191,667.0000","6,733,990,000.0000"
"399396.SZ","国证食品","2013-12-03","6,056.8890","6,068.0160","5,920.7260","5,933.1130","320,893,923.0000","4,926,010,000.0000"
"399396.SZ","国证食品","2013-12-04","6,119.7060","6,148.0580","6,031.7550","6,056.8890","400,008,095.0000","6,033,350,000.0000"
"399396.SZ","国证食品","2013-12-05","6,080.5650","6,139.8850","6,074.3750","6,119.7060","301,438,302.0000","4,561,910,000.0000"
"399396.SZ","国证食品","2013-12-06","6,084.7150","6,092.4240","6,043.0090","6,080.5650","335,371,375.0000","5,209,800,000.0000"
"399396.SZ","国证食品","2013-12-09","6,116.6080","6,116.6150","6,039.0250","6,084.7150","433,960,586.0000","6,451,200,000.0000"
"399396.SZ","国证食品","2013-12-10","6,114.4960","6,120.6270","6,071.8900","6,116.6080","354,178,238.0000","5,213,140,000.0000"
"399396.SZ","国证食品","2013-12-11","6,053.6200","6,094.7770","6,033.2340","6,114.4960","352,764,601.0000","5,046,840,000.0000"
"399396.SZ","国证食品","2013-12-12","6,043.7700","6,094.8200","6,040.2340","6,053.6200","310,278,280.0000","4,366,690,000.0000"
"399396.SZ","国证食品","2013-12-13","6,037.6340","6,072.7940","5,999.3040","6,043.7700","284,102,078.0000","3,979,460,000.0000"
